speaker,timestamp,words,spanish,tags
Thomas Murillo,[01:19:32:04],Well.,Bien.,
Angela Luckey,[01:19:32:21],And what did you leave home?,¿Y qué dejaste en casa?,
Thomas Murillo,[01:19:34:18],Oh 31.,Oh 31.,
Angela Luckey,[01:19:36:23],And why did you leave?,¿Y por qué te fuiste?,
Thomas Murillo,[01:19:38:02],Because I was going to get married. Because I got married.,Porque me iba a casar. Porque me casé.,
Thomas Murillo,[01:19:46:20],"Oh, my mother was, I don't I don't consider that you to me, but she didn't want to leave home, and that's all there was to.","Oh, mi madre era, no creo que tú seas para mí, pero ella no quería irse de casa, y eso era todo.",family
Angela Luckey,[01:19:55:08],"You know, so you could leave home until you were getting married. Boys or girls?","Ya sabes, para poder irte de casa hasta que te casaras. ¿Chicos o chicas?",
Thomas Murillo,[01:20:01:07],"Yeah, well, it was done in those days. who and the hell I ever heard of a guy? We could. We graduated from high school going off to little guy. And so I don't remember that happening. It was always when we got married in that home.","Sí, bueno, se hacía en aquellos tiempos. ¿Quién demonios ha oído hablar de un tipo? Sí, podíamos. Nos graduamos de la preparatoria y nos fuimos a vivir a un hombrecito. Así que no recuerdo que eso pasara. Siempre era cuando nos casábamos en esa casa.",education
Angela Luckey,[01:20:19:19],"Did your family bring any traditions, any Mexican traditions when they came? Were there any traditions that you kept? well, some turkey.","¿Tu familia trajo alguna tradición, alguna tradición mexicana, al llegar? ¿Conservaste alguna tradición? Bueno, algo de pavo.",family;history;mexico;wildlife
Thomas Murillo,[01:20:29:02],"I'm talking about some of them right now. They know the the way you conducted yourself. Yeah, towards your parents and what they expected of you and what you did as per their, requirements.","Estoy hablando de algunos de ellos ahora mismo. Saben cómo te comportaste con tus padres, qué esperaban de ti y qué hiciste según sus requisitos.",
Thomas Murillo,[01:20:52:05],"Well, for example, my, my father was helping them education. And just even though, you know, my older brother spent most of a lot of him when they should have been in school. So spending or not working in the wheat fields and potato fields and one so Carver saw over in the school, they went to see and I think that that was handed down to him because it's like he was a bookworm and I became a bookworm.","Bueno, por ejemplo, mi padre les ayudaba con su educación. Y aunque, ya sabes, mi hermano mayor pasaba la mayor parte del tiempo en lugar de estar en la escuela. Así que, trabajando o no en los campos de trigo y de patatas, y Carver vio algo en la escuela, ellos iban a verlo, y creo que eso se le transmitió, porque él era un ratón de biblioteca y yo me convertí en un ratón de biblioteca.",family;education;food and drink;agriculture
Thomas Murillo,[01:21:25:17],"My daughter and, the three others of my brothers that are bookworms. Now, I don't say that's the condition, but it's something that. Sure. Yeah. Heck, what's it done? I mean, they're one heck of a lot of people in this town. One in Lexington. I don't read a book. I've never read.","Mi hija y mis otros tres hermanos, que son ratones de biblioteca. No digo que sea la condición, pero es algo que... Claro. Sí. ¿Y qué es lo que hace? O sea, hay muchísima gente en este pueblo. Uno en Lexington. Yo no leo. Nunca he leído.",
Angela Luckey,[01:21:50:03],Where there any kind of special celebrations and things that they that your family do.,¿Dónde hay algún tipo de celebraciones especiales y cosas que hace tu familia?,family
Thomas Murillo,[01:21:56:17],"No, no, no, I, I think,","No, no, no, yo, yo creo,",
Thomas Murillo,[01:22:04:24],"I think this idea was not, didn't become, popular until maybe the Texans came here. Those ideas came into our near us, and God knows what else they they celebrated and, oh. Personally, it was my own idea, in case you ever heard us. we're not right. Sure, because I don't like people. All these people that were here before the Texans, they all came from my school.","Creo que esta idea no se popularizó hasta que llegaron los tejanos. Esas ideas llegaron a nuestra zona, y quién sabe qué más celebraron, y... bueno, fue idea mía, por si alguna vez nos oíste. No tenemos razón. Claro, porque no me gusta la gente. Toda esa gente que estaba aquí antes de los tejanos venía de mi escuela.",education
Thomas Murillo,[01:22:38:14],"I never heard of thing where I first heard some of them about the Texans. And so those kind of traditions are, They should have come with our parents. We may we should.",Nunca había oído hablar de algo sobre los tejanos. Así que ese tipo de tradiciones deberían haber llegado con nuestros padres. Quizás deberíamos.,history
Angela Luckey,[01:22:54:16],Do it on. oh.,"Hazlo, oh.",
Thomas Murillo,[01:22:56:12],"It should have showed up long before the Texans got here. Would never, never show here. So those kind of things, have, let's say, been acquired by the Mexican people here since these other people came up. And, when you read this, well, what the heck? baptism in the Catholic Church.","Debería haber aparecido mucho antes de que llegaran los tejanos. Jamás lo habría hecho. Así que, digamos, ese tipo de cosas las han adquirido los mexicanos desde que llegaron estos otros pueblos. Y, cuando lees esto, bueno, ¿qué demonios? El bautismo en la Iglesia Católica.",mexico;religion
Angela Luckey,[01:23:24:18],and that.,y eso.,
Thomas Murillo,[01:23:26:15],"Yeah. Oh, I would say so. And, first communion parties for that and, and confirmation work wonderfully. so they are willing.","Sí. Ah, diría que sí. Y las fiestas de primera comunión para eso y la confirmación funcionan de maravilla. Así que están dispuestos.",religion
Angela Luckey,[01:23:41:17],To work.,Para trabajar.,
Thomas Murillo,[01:23:42:28],"In our church. I don't know why those kind, it is like the Quaresma, the, We call.","En nuestra iglesia. No sé por qué ese tipo... es como la Cuaresma, la que llamamos.",religion
Angela Luckey,[01:23:54:28],That.,Eso.,
Thomas Murillo,[01:23:55:21],Land. Yes. That was very much a part of.,Tierra. Sí. Eso fue una gran parte de.,
Angela Luckey,[01:24:00:22],Did your mother did your mother cook special foods around labor?,¿Tu madre cocinaba comidas especiales durante el parto?,family;labor
Thomas Murillo,[01:24:04:10],"Believe you? Oh, yes. my mother was just a great cook. her my mother.","¿Crees? Sí, claro. Mi madre era una cocinera estupenda. Mi madre.",family
Angela Luckey,[01:24:14:24],Left us.,Nos dejó.,
Thomas Murillo,[01:24:16:06],"This bakery. Mexican bread. Yeah. I never knew nobody in California. Did I ever find my bread like you? And there are people here that still remember my father. when he owned bakery? Yes. Yeah. Yeah. And and, of course, because of that, on the way back to the university, he would, wait, he would be hired to.","Esta panadería. Pan mexicano. Sí. Nunca conocí a nadie en California. ¿Encontré mi pan como tú? Y hay gente aquí que todavía recuerda a mi padre. ¿Cuando era dueño de la panadería? Sí. Sí. Sí. Y, por supuesto, por eso, de regreso a la universidad, lo contratarían.",mexico;food and drink;family
Angela Luckey,[01:24:45:27],Cherry.,Cereza.,
Thomas Murillo,[01:24:46:29],"Make the, breadfruit.","Hacer el, fruto del pan.",
Angela Luckey,[01:24:52:01],What kind of foods that your mother looked like during that.,¿Qué tipo de comidas comía tu madre en esos momentos?,family
Thomas Murillo,[01:24:56:25],we were in Texas. I remember shrimp.,Estábamos en Texas. Recuerdo los camarones.,
Angela Luckey,[01:25:00:22],One of that. That in Puerto.,Uno de esos. Eso en Puerto.,
Thomas Murillo,[01:25:05:23],"You know, where we would. It might have been, you know. Yeah, I know fruit, because I remember to do taste good. but. That's what it might have been feasible. Yeah, but the only thing I remember, my dad was like, you know that shrimp?","Ya sabes, dónde lo haríamos. Podría haber sido, ¿sabes? Sí, conozco la fruta, porque recuerdo que sabía bien. Pero. Eso es lo que podría haber sido factible. Sí, pero lo único que recuerdo es que mi papá decía: ""¿Conoces esos camarones?""",
Angela Luckey,[01:25:30:11],How about the copy that that.,¿Qué tal la copia de eso?,
Thomas Murillo,[01:25:32:01],Your hand is copy of? That's right there.,¿Tu mano es una copia de...? Ahí está.,
Angela Luckey,[01:25:37:26],I was in California and Christmas. Did she cook any special things for Christmas?,Estuve en California en Navidad. ¿Cocinó algo especial para Navidad?,
Thomas Murillo,[01:25:42:16],"Yeah. well, the the special thing came out this year.","Sí, bueno, lo especial salió este año.",
Angela Luckey,[01:25:48:20],Did everybody get involved?,¿Todos se involucraron?,
Thomas Murillo,[01:25:49:27],And then later voted to prohibit the grinders? or you grounded the corn.,¿Y luego votaron para prohibir los molinillos? ¿O molían el maíz?,food and drink
Angela Luckey,[01:25:56:17],You grounded for around here?,¿Estás castigado por aquí?,
Thomas Murillo,[01:25:58:09],"Yes, yes, yes. And then that went right on right up to Pearl Harbor.","Sí, sí, sí. Y luego eso continuó hasta Pearl Harbor.",
Angela Luckey,[01:26:05:03],Where did you grind it up?,¿Dónde lo moliste?,
Thomas Murillo,[01:26:08:28],"Well, the mill was attached to the edge of the table. Part of the corner. Yeah, yeah, yeah, that was tradition.","Bueno, el molino estaba pegado al borde de la mesa. Parte de la esquina. Sí, sí, sí, era tradición.",culture
Angela Luckey,[01:26:20:06],So she didn't do it on the.,Así que no lo hizo.,
Thomas Murillo,[01:26:28:27],I don't remember her doing that.,No recuerdo que ella hiciera eso.,
Angela Luckey,[01:26:30:25],"You know, she used to like a meat grinder or something like that, but it was, grain grinder.","Sabes, a ella le gustaba una picadora de carne o algo así, pero era una picadora de granos.",
Thomas Murillo,[01:26:37:13],"Yeah, I guess so. I mean, every Mexican family had its, Yeah. You know, I hunters, those who started the carryover items.","Sí, supongo que sí. O sea, cada familia mexicana tenía sus... Sí. Ya sabes, yo, los cazadores, los que empezaron con los artículos transferibles.",mexico;family
Angela Luckey,[01:26:47:21],"But, you know, so the guys were in charge of meeting.","Pero, ya sabes, los chicos estaban a cargo de la reunión.",
Thomas Murillo,[01:26:52:05],"Yeah, well, the young guys, kids hit you. Oh, yeah. Yeah I remember, yeah, I remember that day in Pearl Harbor that, there was a for some reason they were playing golf on this or that. That sounds like fruit. This family lived in, with some guys. We went.","Sí, bueno, los jóvenes, los niños te golpeaban. Ah, sí. Sí, recuerdo, sí, recuerdo ese día en Pearl Harbor que, por alguna razón, estaban jugando al golf en esto o aquello. Eso suena a fruta. Vivía una familia con unos chicos. Fuimos.",family
Angela Luckey,[01:27:20:04],I.,I.,
Thomas Murillo,[01:27:20:25],That instead of doing it that way.,Que en lugar de hacerlo de esa manera.,
Unknown,[01:27:23:06],"But. Yeah. You know, man, I.","Pero. Sí. Ya sabes, hombre, yo.",
Thomas Murillo,[01:27:28:24],Was your father.,¿Era tu padre?,family
Angela Luckey,[01:27:30:07],Was growing up. Was it like a party when you do that?,Estaba creciendo. ¿Fue como una fiesta cuando hiciste eso?,
Thomas Murillo,[01:27:33:29],"Yeah. Yeah. That, that always involved in the party. but, because the young people involved that didn't involve, you know, drinking that kind of, mostly based on food or other food, for example. Families here use pork a lot, and the more they. And so it involved cooking all that stuff before.","Sí. Sí. Eso siempre estuvo presente en la fiesta. Pero, como los jóvenes que participaban no se dedicaban a beber ese tipo de cosas, se basaba principalmente en la comida u otros alimentos, por ejemplo. Las familias aquí usan mucho cerdo, y cuanto más... Así que antes implicaba cocinar todo eso.",food and drink
Thomas Murillo,[01:28:07:26],"And and it was, yeah, it was, You couldn't call it, you know, for the party who was involved in food, but because the older people, the older guys were not in the. Well, they didn't it didn't you didn't include drinking.","Y sí, lo era. No se podía decir que, ya sabes, la fiesta estuviera involucrada en la comida, pero como la gente mayor, los hombres mayores no estaban... Bueno, no lo hicieron, no incluía la bebida.",
Angela Luckey,[01:28:31:20],how did you meet your wife?,¿Cómo conociste a tu esposa?,family
Thomas Murillo,[01:28:36:04],"while I was over there drinking beer in that bar where she is a cocktail waitress. She could bring me beer. I mean, we we kept her in beer. And so, because I am a man. Because men are that way, would eventually start noticing who's serving beer. She. She's quite good looking, but she was very. And so we started going out together.","Mientras estaba allí bebiendo cerveza en ese bar donde ella es camarera, podía traerme cerveza. O sea, la manteníamos con cerveza. Y así, como soy hombre, como los hombres son así, con el tiempo empezó a fijarse en quién servía cerveza. Ella... Es bastante guapa, pero era muy... Y así empezamos a salir juntos.",food and drink
Thomas Murillo,[01:29:03:23],And that's how we became. We.,Y así fue como nos convertimos. Nosotros.,
Angela Luckey,[01:29:09:15],Fit in. can you describe your wedding? Did you elope?,¿Cómo encajaste? ¿Puedes describir tu boda? ¿Te fugaste?,family
Thomas Murillo,[01:29:14:19],"I don't know if you call it love. I suppose it was. Yeah. we took a cousin of mine, my cousin Nick's daughter, named Gloria, to, a guy that she running around this time. We went to a place to get married. Maybe I want to in there because the my being restaurant and,","No sé si se le llama amor. Supongo que sí. Sí. Llevamos a una prima mía, la hija de mi primo Nick, llamada Gloria, a un chico con el que estaba saliendo. Fuimos a un lugar para casarnos. Quizás quiero ir allí porque estoy en un restaurante y...",family;recreation
Thomas Murillo,[01:29:42:07],"Then somebody spoke up and said, well, listen part Spanish. And so because of that, they to that that married. But, as you well know, Spanish is not my. Is not a part of my person in that. And and, claim to be Spanish. I know, most of the family, Mexican, as you know, that's one thing you have to pick up on that, probably because of that kind of business that, became, dyed in the wool Mexican.","Entonces alguien habló y dijo: «Bueno, escucha, parte del español». Y por eso se casaron. Pero, como bien sabes, el español no es mi idioma. No forma parte de mi personalidad. Y dicen ser españoles. Sé que la mayoría de la familia es mexicana, como sabes, y eso es algo que hay que tener en cuenta, probablemente por ese tipo de negocio que se volvió tan arraigado en México.",family;mexico
Thomas Murillo,[01:30:22:21],"I will not change just because they wanted me to be something else and never had one. I was just going to go to school, I guess because I was a Mexican. I'm not going to change that. So that hopefully they won't discriminate this bunch of crap. And I've done I think I'm doing okay by being embarrassed good and bad.","No voy a cambiar solo porque querían que fuera algo diferente y nunca lo tuve. Solo iba a ir a la escuela, supongo que por ser mexicana. No voy a cambiar eso. Para que no discriminen a esta porquería. Y creo que me va bien pasando vergüenza, tanto para bien como para mal.",education;mexico
Thomas Murillo,[01:30:48:07],"I've had my good times too, because I am now and I like myself because of that.","Yo también he tenido mis buenos momentos, porque soy ahora y me gusto por eso.",
Angela Luckey,[01:30:57:20],"And your parents, you know, same way. Did your parents feel the same way?","Y tus padres, ya sabes, igual. ¿Tus padres sentían lo mismo?",
Thomas Murillo,[01:31:03:03],What? But they might.,¿Qué? Pero podrían.,
Angela Luckey,[01:31:04:15],Be.,Ser.,
Thomas Murillo,[01:31:04:24],"Mexican. Oh, yeah. yeah. My father never did take up citizenship, neither to my mother, you know?","Mexicano. Ah, sí. Sí. Mi padre nunca se hizo ciudadano, ni mi madre tampoco, ¿sabes?",mexico;family;migration
Angela Luckey,[01:31:11:16],How about you show your child?,¿Qué tal si se lo muestras a tu hijo?,family
Thomas Murillo,[01:31:14:14],"Oh. My daughter. I when she was in high school, she didn't. She was like, big Mexican. But afterwards, she she picked up on today. Yeah, she's. I guess. You bet I. But, you know, take on trips to Mexico. So she's become acquainted with the Mexican culture, and she feels she is a part.","Ay. Mi hija. Cuando estaba en la preparatoria, no lo hacía. Era como una mexicana muy grande. Pero después, se dio cuenta de lo que era hoy. Sí, lo es. Supongo. Claro que sí. Pero, ya sabes, viaja a México. Así que se ha familiarizado con la cultura mexicana y se siente parte de ella.",education;mexico;culture
Angela Luckey,[01:31:41:02],What do you value most about being a Mexican?,¿Qué es lo que más valoras de ser mexicano?,mexico
Thomas Murillo,[01:31:46:29],"Oh, gee, there's so many things. So many things I, I mean, I yeah, I.","Oh, vaya, hay tantas cosas. Tantas cosas que, quiero decir, sí, yo.",
Thomas Murillo,[01:31:56:25],"So many things. First time I went to Mexico in 1951 and I saw those poor man. So. And,",Tantas cosas. La primera vez que fui a México fue en 1951 y vi a esos pobres hombres. Así que... Y...,mexico
Thomas Murillo,[01:32:08:25],"The music. I really love food. the country and of course, the when I was traveling, the Mexican movie, the most beautiful word my followers could, if I'm prejudiced that way. No, I'm not prejudice. Prejudice means the judge before me. I don't know, I've been this way too. 70 years, and, I know what I'm talking.","La música. Me encanta la comida, el país y, por supuesto, cuando viajaba, el cine mexicano, la palabra más hermosa que mis seguidores podían usar, si tengo esos prejuicios. No, no tengo prejuicios. Prejuicio significa el juez que tengo delante. No sé, yo también he pasado por esto. 70 años, y sé de lo que hablo.",art;mexico
Angela Luckey,[01:32:42:16],"So it. So you said that, you have quite a music collection. You're a pretty. You consider yourself pretty good. Starting on Mexican music.",Así es. Dijiste que tienes una gran colección de música. Eres muy guapa. Te consideras muy buena. Empiezas con la música mexicana.,art;mexico
Thomas Murillo,[01:32:54:26],"Well, I don't know what the story would mean, but I mean, I. But let me put it this way, that since I was a little child down there, third, we had, one world record players drop and all these, I think they called and you put all I was to draft and all was another. And, I was in diapers yet, and I was standing up there on the chair and putting the records on and cranking it, and, I needed, the diaper change, but I wouldn't get that.","Bueno, no sé qué significaría la historia, pero bueno, yo... Permítanme decirlo así: desde pequeño allá, en tercer lugar, tuvimos un récord mundial y todos estos... creo que llamaron y pusiste todo lo que tenía que hacer, y todo era diferente. Y, todavía usaba pañales, y estaba de pie en la silla poniendo los discos y dándole a la manivela, y necesitaba que me cambiaran el pañal, pero no lo conseguía.",family
Thomas Murillo,[01:33:27:24],"My mother had to go get. You have to listen to my diaper. And from there, even in to my high school years where I, like, the big band music and swing music and all of that never lost the thread of the Mexican music. And, then, I went to California and started hearing some of that music that I, I knew that I knew from my childhood.","Mi madre tuvo que ir a buscarla. Tienes que escuchar mi pañal. Y desde entonces, incluso en la preparatoria, donde la música de big band, el swing y todo eso, nunca perdí el hilo de la música mexicana. Y luego, me fui a California y empecé a escuchar algo de esa música que conocía de mi infancia.",family;education;art;mexico
Thomas Murillo,[01:33:59:21],"And I started picking up on eventually I started making studying the composers and, based on my memories of that folk music, music from the old days in my school, I really like it. I like to do lots. I don't like a religion with me so long I line. I got a few books on the history of it and, yeah, I'm just kind of just crazy about those guys playing.","Y con el tiempo empecé a aprender de los compositores y, basándome en mis recuerdos de esa música folclórica, la música de los viejos tiempos de mi escuela, me encanta. Me gusta mucho. No me gusta que una religión me acompañe tanto tiempo. Tengo algunos libros sobre su historia y, sí, me encanta cómo tocan esos tipos.",art;education;religion
Thomas Murillo,[01:34:33:08],"I'm a frustrated guitar player. I wish I would have been more real scared of the, the ramifications of being a good guitar player because it involves a whole lot of drinking. I know quite a few that have gone down because of that. Yeah. So where are you? And, maybe it was. Oh, you know what they're saying.","Soy un guitarrista frustrado. Ojalá hubiera tenido más miedo de las consecuencias de ser un buen guitarrista, porque implica beber mucho. Conozco a muchos que han caído por eso. Sí. ¿Y tú dónde estás? Y quizá lo era. Ah, ya sabes lo que dicen.",
Thomas Murillo,[01:34:57:18],"You you can't. And so I, I dropped out of group and I can remember very little with, with no, but I was becoming very adept at it. And because I liked it so much and I still do like it, with a lot of.","No puedes. Así que dejé el grupo y recuerdo muy poco, pero me estaba volviendo muy hábil. Y como me gustaba tanto, y todavía me gusta, con mucho.",
Angela Luckey,[01:35:14:28],"People who are some of your favorite, what are some of your favorite songs and musicians?","Personas que son algunas de tus favoritas, ¿cuáles son algunas de tus canciones y músicos favoritos?",
Thomas Murillo,[01:35:21:02],"Well, with me, it's, more composers and songs. going back to the earliest ones like, who are, you know, versus that band that you, I had later when I was in, I think and, oh, there's so many they come rushing by, I can't think well or anytime, but, okay.","Bueno, conmigo, son más compositores y canciones. Volviendo a los primeros, como, ¿quiénes son, ya sabes, en comparación con esa banda que tú, yo tuve más tarde cuando estaba dentro, creo y, oh, hay tantos que pasan corriendo, no puedo pensar bien o en cualquier momento, pero, está bien.",
Thomas Murillo,[01:35:58:08],"And and I bought rap sheet, Christmas Eve. But you know how I, they beat,","Y compré antecedentes penales en Nochebuena. Pero ya sabes cómo me golpearon,",
Thomas Murillo,[01:36:19:28],"Or two. But that was already popular, so. Well, I like to, to,","O dos. Pero eso ya era popular, así que... Bueno, me gusta...",
Thomas Murillo,[01:36:30:29],"It's, Oh, yeah. as I say, I have, I have a few books on, Mexican music. And so I've always been interested in, in the composers because their lives are so, distinct, unique, you might say, some of them, like, I can't think of the names right now. I give up, medical career to write Mexican popular music.","Ah, sí. Como dije, tengo varios libros sobre música mexicana. Siempre me han interesado los compositores porque sus vidas son tan distintas, tan únicas, podría decirse que algunos de ellos… no recuerdo los nombres ahora mismo. Dejé la carrera de medicina para escribir música popular mexicana.",mexico;art
Thomas Murillo,[01:37:05:23],"I like, as I say, I like those trios as a guitar trios. And then later the mariachis. I like them quite well. I, singer with, folkloric ballets and I, I've been privileged to see, about their analysis about 12 times. The times they change, she has changed. It's gone long to so many different facets and so, the Mexican music and history, and there are other ballets, three other ones that I've seen.","Me gustan, como dije, esos tríos, como los de guitarra. Y luego los mariachis. Me gustan bastante. Soy cantante de ballets folclóricos y he tenido el privilegio de ver su análisis unas doce veces. Con los tiempos que han cambiado, ella ha cambiado. Ha abarcado muchas facetas diferentes, incluyendo la música y la historia mexicanas, y hay otros tres ballets que he visto.",mexico;art
Thomas Murillo,[01:37:55:26],"And I'm always fascinated by them. the music being the most fascinating one, of course, the costumes and the history. It's involved with a lot of. Yeah, I like it a lot.","Y siempre me fascinan. La música es lo más fascinante, por supuesto, el vestuario y la historia. Tiene mucho que ver con... Sí, me gusta mucho.",art
Angela Luckey,[01:38:13:12],Tell me about your art experience and talk about that. And let's give me one minute. I'm going. you were telling me about your farming experience during.,Cuéntame sobre tu experiencia artística y cuéntame sobre eso. Dame un minuto. Me voy. Me contabas sobre tu experiencia agrícola durante...,agriculture
Thomas Murillo,[01:38:31:01],"Yeah. When, of course, wasn't like, so many guys, I wasn't I didn't mind that when you come back, you did.","Sí. Cuando, por supuesto, no había tantos chicos, no me importaba que cuando volvieras, lo hicieras.",
Angela Luckey,[01:38:43:15],You did drift.,Te desviaste.,
Thomas Murillo,[01:38:44:14],Yeah.,Sí.,
Angela Luckey,[01:38:45:18],During World War two.,Durante la Segunda Guerra Mundial.,conflict
Thomas Murillo,[01:38:46:21],"Yeah, well, I tried to. I tried to join, I volunteered in the early part of 1942, but, since had a flat footed at that time, they had this thing that, you couldn't get into the Marines, to the Navy or to, Coast Guard was left feet. So when they told me that guy, I said, boy, I got no time to sit this one out.","Sí, bueno, lo intenté. Intenté unirme, me ofrecí como voluntario a principios de 1942, pero, como en aquel entonces era un desastre, tenían esa costumbre de no poder entrar en la Infantería de Marina, la Armada ni la Guardia Costera. Así que cuando me hablaron de ese tipo, pensé: «No tengo tiempo para quedarme sentado».",
Thomas Murillo,[01:39:15:11],"And it was only about months later that I got my greetings from the draft board, so I knew it was too late to sit it out. And I was working in really me that when I. When I, checked out, they told me, oh, if you look into this matter, getting into a real battalion there for went down in Fort Douglas.","Y solo unos meses después recibí la aprobación de la junta de reclutamiento, así que supe que era demasiado tarde para quedarme al margen. Y estaba trabajando en eso cuando... Cuando me dieron de baja, me dijeron: ""Si investigas este asunto, entrar en un batallón de verdad allí, porque... cayó en Fort Douglas"".",
Thomas Murillo,[01:39:43:01],"And I looked that guy and I just got crazy here and not really in the army, but be damned if they didn't. If they didn't want to put me in real time that time, they were into in engineers. The Corps of Engineers sent me to New Mexico, and I was only there a couple of weeks when, my God, they there was a big hustle and bustle.","Y vi a ese tipo y me volví loco aquí, y no era realmente del ejército, pero que me aspen si no lo hicieron. Si no querían ponerme en tiempo real en esa época, estaban en los ingenieros. El Cuerpo de Ingenieros me envió a Nuevo México, y solo estuve allí un par de semanas cuando, ¡Dios mío!, había un gran ajetreo.",mexico
Thomas Murillo,[01:40:11:23],"some guys were going to half the battalion was going to, Alaska. And so that half those guys started selling all their summer clothing and all this John were buying it up like crazy. We're going to go to Africa to see. Well, I think within about 48 hours the orders changes and all reversed. And now all of us who had bought all these summer clothes were going to Alaska and those those guys, we took them to Africa.","Algunos iban a Alaska, la mitad del batallón. Y esa mitad empezó a vender toda su ropa de verano, y John la compraba como loco. Íbamos a África a ver... Bueno, creo que en unas 48 horas las órdenes cambiaron y todo se revirtió. Y ahora todos los que habíamos comprado toda esa ropa de verano íbamos a Alaska, y esos chicos la llevamos a África.",clothing
Thomas Murillo,[01:40:44:04],"So we did we we went on up in Alaska and, I, I was in North Korea, which was the engineering company of this road tech company. It was the game that you guys did pick and shovel work, just like just what we did, just what I'd been doing, you know.","Así que fuimos a Alaska y yo estaba en Corea del Norte, donde trabajaba la empresa de ingeniería de esta empresa de tecnología vial. Era el juego en el que ustedes hacían trabajos de pico y pala, igual que lo que hacíamos nosotros, igual que yo.",recreation;agriculture
Angela Luckey,[01:41:09:01],Then.,Entonces.,
Thomas Murillo,[01:41:10:02],"Getting answers. That's what they called. Yeah. The railroad laborers intersection. Jerry's and got to do so many names they had. But anyway, that's what I wound up in. And, we were sent to Alaska to spread, from Skagway in Alaska and into British Columbia and up into the Yukon Territory. It was a small room, 200 level miles.","Obteniendo respuestas. Así lo llamaban. Sí. La intersección de los trabajadores del ferrocarril. Jerry's y tuve que lidiar con tantos nombres. Pero bueno, en eso terminé. Y nos enviaron a Alaska para expandirnos, desde Skagway en Alaska hasta Columbia Británica y el territorio del Yukón. Era una habitación pequeña, de 320 kilómetros de terreno llano.",railroads and transportation;health;britain
Thomas Murillo,[01:41:38:01],"And what we were doing up there was they were building in Alaska Highway at the time, and Whitehorse was a midpoint. they started Edmonton and and was in Fairbanks. In between was Whitehorse. So this little railroad from Skagway up to White Horse was bringing those supplies. It junior troops up there. So the army took that route over.","Y lo que hacíamos allá era que estaban construyendo en la Carretera de Alaska en ese momento, y Whitehorse era un punto intermedio. Empezaron en Edmonton y estaba en Fairbanks. En medio estaba Whitehorse. Así que este pequeño ferrocarril de Skagway a White Horse transportaba esos suministros. Llevaba tropas jóvenes allí. Así que el ejército tomó esa ruta.",canada;railroads and transportation;wildlife
Thomas Murillo,[01:42:03:24],"And I went first up to Whitehorse from Whitehorse, and they sent me down to, a place called Log Cabin in British Columbia. And, so I was there, I don't know how many months I was there. I don't remember very well. Could have been there six months. But as it happened in that, in that company, because we were all getting dances, Mexicans were.","Primero fui a Whitehorse desde Whitehorse, y me enviaron a un lugar llamado Log Cabin en Columbia Británica. Y estuve allí, no sé cuántos meses. No lo recuerdo muy bien. Podría haber estado seis meses. Pero como sucedió en esa compañía, como todos estábamos bailando, los mexicanos también.",canada;britain
Thomas Murillo,[01:42:40:18],"The railroads in this country uses a lot of Mexicans as gang dancers, track laborers. You and I got in that company there. I think I caught 33 of us, and some of them were from Mexicans and speak English, so they quickly decided they'd better have somebody in there and spoke the two languages. But they knew somebody could work in the office.","Los ferrocarriles de este país emplean a muchos mexicanos como bailarines de cuadrilla y peones de vías. Tú y yo nos unimos a esa compañía. Creo que atrapé a 33 de nosotros, y algunos eran mexicanos y hablaban inglés, así que rápidamente decidieron que sería mejor tener a alguien allí que hablara los dos idiomas. Pero sabían que alguien podría trabajar en la oficina.",
Thomas Murillo,[01:43:05:10],"You see, it wasn't enough. You know, most of spoke English, Spanish, but it want somebody could really help them. Aside from the right to do the work in the office. So they, the guy was doing it, the guy from Montana. And he would become friendly friend from the time down in Mexico. And, so, he suggested me.","Verás, no era suficiente. Sabes, la mayoría hablaba inglés y español, pero necesitaban a alguien que realmente pudiera ayudarlos. Además del derecho a trabajar en la oficina. Así que, el chico de Montana lo hacía. Y se hizo amigo desde México. Así que me recomendó.",mexico
Thomas Murillo,[01:43:38:19],"And so they looked at my record, and then they looked at the other records of the other question guys, and I was going to graduate from high school. So they sent me a letter asking me if I was interested in came down working with the. Yeah, I just gone through my first winter up to, you know, 45 degrees below zero is not exactly.","Revisaron mi expediente y luego los de los otros chicos que hicieron la pregunta. Estaba a punto de graduarme de la preparatoria. Me enviaron una carta preguntándome si me interesaba trabajar con ellos. Sí, acabo de pasar mi primer invierno con temperaturas de hasta 45 grados bajo cero, no es exactamente así.",education
Thomas Murillo,[01:44:05:18],"Yeah, well, I spent too much time and. Yeah, Carmen told me that I'd like to come down, so come on down. Let's see what happened. So I went down there and they they talked to me and they decided. Yeah, well, it, it was, was pretty well cut and dried because I could type and, I could spell and I could write.","Sí, bueno, pasé demasiado tiempo y... Sí, Carmen me dijo que me gustaría ir, así que venga. A ver qué pasa. Así que fui, hablaron conmigo y decidieron... Sí, bueno, estaba bastante claro porque sabía escribir a máquina, deletreaba y escribía.",
