speaker,timestamp,Endtime,words,tags
Epigmenio J. Rosales,[01:57:12:26],01;57;37;12,All right.,
Angela Luckey,[01:57:14:14],01;57;38;22,"Oh. What, they sent you here?",
Epigmenio J. Rosales,[01:57:15:24],01;57;54;02,"Yeah. They said through the Mexicans from the, white people. The Indians and the black people. The Mexicans away from the others. The white Lewis clippers. I didn't go to that movie no more.",art
Epigmenio J. Rosales,[01:57:31:05],01;57;55;04,We didn't go to the movies.,
Epigmenio J. Rosales,[01:57:32:09],01;57;59;12,I didn't care for it anyway.,health
Unknown Speaker,[01:57:36:14],01;58;07;08,"But they did. I remember how they did finish the set, but I didn't know why I was dumb. I didn't know what they were doing.",
Epigmenio J. Rosales,[01:57:44:11],01;58;08;24,Yeah.,
Unknown Speaker,[01:57:45:27],01;58;17;12,"We were separate. But I did notice that, you know, that people. But I didn't know why I. You never, never dawned on me.",
Epigmenio J. Rosales,[01:57:54:17],01;58;28;17,"And then Tony realized he got, he got he got he got, the other theater. He was in charge of it. Yeah. I mean, I mean.",art
Epigmenio J. Rosales,[01:58:06:03],01;58;35;14,"Or he took over that audition. Everybody went over there, you know, to the movies.",
Epigmenio J. Rosales,[01:58:12:17],01;58;38;03,Tony Roberts had Mexican movie. Yeah.,mexico;art
Epigmenio J. Rosales,[01:58:15:03],01;59;00;24,"Mexican movies. The. Yeah. And, when we was, and, 16th of September when they had programs, you know, there was, I used to be in the programs one time, my calling, my daughter, I was, I could play piano them two hours.",mexico
Epigmenio J. Rosales,[01:58:37:27],01;59;04;04,"Because they didn't play the piano. Bam. No, I couldn't play the piano.",
Epigmenio J. Rosales,[01:58:41:04],01;59;18;06,"But I was already well acquainted with the piano because, that's not what I wanted to do when I was at home in the morning. I wouldn't even eat breakfast before going to work. I was on the keyboard right there.",
Angela Luckey,[01:58:55:07],01;59;19;21,Take them out. Really?,
Epigmenio J. Rosales,[01:58:56:23],01;59;20;26,Yeah.,
Epigmenio J. Rosales,[01:58:57:28],01;59;24;08,"Get his lunch, paper his hand and throw him out the door.",
Epigmenio J. Rosales,[01:59:01:11],01;59;24;24,"Yeah, sure.",
Epigmenio J. Rosales,[01:59:01:24],01;59;27;07,Used to go on time. Yeah.,
Epigmenio J. Rosales,[01:59:04:11],01;59;44;21,"You're going to be late for work. And, when I was young, I hate to leave the piano. Well, okay. Okay. So I took a. Yeah. Anyway, Michael and I was in the program one time. She played a piano, and I played that. Marcia. Marcia. So tennis.",
Epigmenio J. Rosales,[01:59:22:20],02;00;07;26,"And get it. Yeah, I was playing the guitar, and she was playing the piano, and we was on that program. And then, one time Joe Garcia. Yeah, Joe Garcia and George, your brother. He used to play the accordion, and we used to get together him. Joe, Joe and.",family
Epigmenio J. Rosales,[01:59:45:19],02;00;28;28,"George. We used to practice, and, he used to play the accordion. We was in the program one time. Oh. One time we was, I don't know where where the dance was across town was Memorial, I guess. I don't know.",recreation
Unknown Speaker,[02:00:06:00],02;00;35;29,I didn't go to a lot of the stuff anyway. So we spent.,
Epigmenio J. Rosales,[02:00:13:01],02;01;02;00,"Anyway, we was on the, the somebody hired this other group, I don't know who was in charge of hiring the music, so. And they were, American Western music. You know, I think that's what it was. Was. So they hired his worth of music to play for the 16. So took. And then, they were playing, and then when they took intermission, then we come on the program.",labor;art
Epigmenio J. Rosales,[02:00:39:03],02;01;24;29,"George with his accordion, me with a guitar and, George and there was two other guys from Aberdeen that come around to, I don't know what, I'm play the guitar to it. So there was no, no 4 or 5 of us there after that. Then they went to turn us loose. They said, hey, we want you there to play better, but oh no can do it.",
Epigmenio J. Rosales,[02:01:02:01],02;01;56;24,"Yeah. You know, they were we were not, who were not we were not hired to play. So they were already hard. So we couldn't just take over. But they they didn't want to turn there. You weren't. You got to play there. You. But other than. Anyway, we'd done good. And. Oh Joe. He's he's he's a he's good.",
Epigmenio J. Rosales,[02:01:33:26],02;02;12;14,"We always get along good music and and friend who's a good friend. Well, we should get a we, we always enjoy our friendship.",art
Unknown Speaker,[02:01:49:16],02;02;14;03,Johnny was in that program.,
Epigmenio J. Rosales,[02:01:51:05],02;02;14;25,"Oh, yeah.",
Epigmenio J. Rosales,[02:01:51:25],02;02;23;05,"Heating element, Mexican hot dancing. That's really nice. Yeah. Johnny. You know Johnny, my son used to.",mexico
Angela Luckey,[02:02:00:08],02;02;24;12,Dance with Eleanor.,recreation
Epigmenio J. Rosales,[02:02:02:12],02;02;28;00,I they were little kids there.,
Epigmenio J. Rosales,[02:02:05:03],02;02;29;15,"I have, I know, small. Yeah.",
Epigmenio J. Rosales,[02:02:06:15],02;02;35;07,"Well, I mean, just fine, you know, so this Johnson, this white.",
Angela Luckey,[02:02:12:09],02;02;37;09,Haired girl that is his mother.,family
Epigmenio J. Rosales,[02:02:14:11],02;02;41;02,His mother. She used to. She's the one that.,family
Epigmenio J. Rosales,[02:02:19:27],02;02;46;29,"To dance, you know, right up until they were in the program.",recreation
Epigmenio J. Rosales,[02:02:24:02],02;02;50;10,"They were good, too. I mean, they had some really dressed up, you know?",
Epigmenio J. Rosales,[02:02:27:10],02;02;52;28,Yeah. When I had to. From Beverly to.,
Epigmenio J. Rosales,[02:02:30:01],02;02;56;09,"I, you know, there was a no picture.",
Epigmenio J. Rosales,[02:02:33:16],02;02;58;00,I don't know.,
Epigmenio J. Rosales,[02:02:36:05],02;03;09;16,"Helen or John Dancer, I don't know, but you. There was just little kids and. It was nice. I enjoy.",
Epigmenio J. Rosales,[02:02:46:18],02;03;27;03,"That. Used to have a lot of nice things. And at that time the people got together and done something, you know, now they don't do nothing. Nothing stuff. But then they should have programs. Yeah, we do Mexican dances and all that. Now they don't. Yeah. I don't know.",mexico
Epigmenio J. Rosales,[02:03:04:06],02;03;34;03,"Know we're here at, this, all over here. What you call it, this hall over here, the skating rink.",
Epigmenio J. Rosales,[02:03:12:04],02;03;37;26,"Earlier we played there, a lot of a lot of time.",
Epigmenio J. Rosales,[02:03:14:26],02;03;39;17,On the Mexican program.,mexico
Epigmenio J. Rosales,[02:03:16:20],02;03;41;11,Yeah.,
Epigmenio J. Rosales,[02:03:18:14],02;03;44;29,"That, program there and there at the Memorial Hall.",
Epigmenio J. Rosales,[02:03:22:02],02;03;45;12,Yeah.,
Epigmenio J. Rosales,[02:03:22:12],02;03;54;01,"Memorial building, things that relate to each and everything. It's nice.",
Epigmenio J. Rosales,[02:03:31:03],02;04;03;27,"Yeah. We used to have gatherings, families, gatherings, composers. ...",culture
Epigmenio J. Rosales,[02:03:40:29],02;04;05;04,"Actually, that's our.",
Epigmenio J. Rosales,[02:03:42:04],02;04;15;27,"Shoot that Michael come by a little bit, too. I used to go over there. We used to go over there and visit, and then they bought a piano. I don't know if you're going to take piano music.",art
Epigmenio J. Rosales,[02:03:53:18],02;04;19;00,You're a morning person anyway.,
Epigmenio J. Rosales,[02:03:56:10],02;04;22;06,No ceremonials. No. Not thing that.,
Epigmenio J. Rosales,[02:04:00:06],02;04;24;22,"The piano and,",
Angela Luckey,[02:04:01:25],02;04;27;26,The Beatles. Her grandfather and her mother's father.,family
Epigmenio J. Rosales,[02:04:04:28],02;04;30;12,"Yeah, I'm a bit of a grandpa. Yeah.",
Epigmenio J. Rosales,[02:04:08:27],02;04;35;29,"Yeah. Yeah, yeah. Capital was Ramona's grandpa.",
Epigmenio J. Rosales,[02:04:13:03],02;04;48;18,"Oh, yeah. That's my mother, Vicky. Yeah, yeah, that's very grandpa. My grandma. Well, they had a piano downstairs, so I don't know who was going or.",family
Epigmenio J. Rosales,[02:04:25:21],02;04;55;18,"The point I was going to play. And and, you know, I don't think she ever.",
Epigmenio J. Rosales,[02:04:32:20],02;05;19;04,"And then, they but, Yeah. And then they, but of a violin for a month, I guess was Ramona for somebody. I guess, the Mingo had, two. I listen, they sold it. He sold it to them to watch it, to learn how to play a violin, to. But I don't know. She keep that up or not?",
Epigmenio J. Rosales,[02:04:59:17],02;05;25;10,...,
Epigmenio J. Rosales,[02:05:02:13],02;05;27;07,"You know, it's been good.",
Epigmenio J. Rosales,[02:05:04:10],02;05;29;15,"They run on the farm, I think.",
Epigmenio J. Rosales,[02:05:06:19],02;05;37;24,"Well, I like the farm because I just. It's supposed to be healthy for you or the farm, but it's not. I thought it was. You know why?",
Angela Luckey,[02:05:14:26],02;05;39;04,Why?,
Epigmenio J. Rosales,[02:05:16:07],02;05;58;11,"It's all right to be out there. But, you know, the threshing machines were. You thresh wheat and all that stuff, oats and all that stuff. And some farmers got a lot of that stuff, you know? And when you know, where you're threshing all that stuff, a lot of that just gets in your lungs. It's no good for you.",food and drink
Epigmenio J. Rosales,[02:05:35:13],02;06;14;00,"And then when you're in the cellars, circuit potatoes, you know, some old sacks, you know, they just throw them in. You'll like a lot of that. Of that comes to your lungs. It's no good for you either. It's a come on.",
Unknown Speaker,[02:05:51:03],02;06;16;29,That you worked over here within that machine.,
Epigmenio J. Rosales,[02:05:53:29],02;06;18;14,What about the farm?,
Epigmenio J. Rosales,[02:05:56:20],02;06;36;07,"In those conditions. But I didn't know that because I went down to the split cellars. You know, the trucks come in there, and then they'd come through a tractor down, on the ground there.",agriculture
Epigmenio J. Rosales,[02:06:18:10],02;06;45;07,"There's additional flying all over. It's not clear. No, really.",
Epigmenio J. Rosales,[02:06:22:14],02;06;55;27,"We'll come right back to when you did you time when you worked and you fell off of the train up. The thing about working on the diesels, on the machines. I mean, over.",
Epigmenio J. Rosales,[02:06:32:27],02;06;56;21,Here on the railroad.,railroads and transportation
Epigmenio J. Rosales,[02:06:34:28],02;07;00;20,Never. Never that when that this was this was start coming.,
Unknown Speaker,[02:06:37:23],02;07;14;01,And he tried to tell me that he doesn't have that problem because I know it is because that building got it worse. And he has industrial and industrial. Bronchitis. That's what they think he has.,
Epigmenio J. Rosales,[02:06:51:04],02;07;15;29,Yeah. That's just what the world that it was.,
Epigmenio J. Rosales,[02:06:56:26],02;07;24;14,"But the farm to that has nothing to do. Yeah, but because all of the dry stuff gets.",
Epigmenio J. Rosales,[02:07:02:16],02;07;46;27,"Don't work very much like this, you know, more, that this place over in this in your looks. And they've done a lot of that and that threshing machine that they worked a lot on those. Potatoes. Stack them up, stack them up, put them on the trucks. Take them out.",
Epigmenio J. Rosales,[02:07:23:29],02;08;15;15,"Know we're here on the railroad. When they when they start bringing those diesel units, you know, the outside was all right, but, when they, they built this other new this chapel right here, monitor. They called it monitor. That was before I retired the 70. They had it all covered up, you know, real nice inside.",railroads and transportation
Epigmenio J. Rosales,[02:07:52:17],02;08;23;01,Real big long. It's all covered up that first year.,
Epigmenio J. Rosales,[02:08:00:04],02;08;44;12,"But when, you know, of course, I was a helper there. You know, I had to take care of the diesel units, send them, send them, and then water that and then. No, not not no, I was just a sender. I just send them that. I helped a hustler, you know, move them around. We bring a set of units.",health
Epigmenio J. Rosales,[02:08:21:12],02;09;06;13,"Negative. Or maybe six units. That's that's a bring them in run house there over here. And then, then I have to check on the sand boxes. And that had the hoses hanging from over there. And the sand boxes are right, right, right where the smokestack is. Right there. All the smoke come out and the sand boxes right there.",
Epigmenio J. Rosales,[02:08:43:13],02;09;25;27,"And I had to climb over there, put the hose on that sandbox, and the dust from the from the sand come up. And not only that, some of those, diesel units blowing that smoke, blowing my ears.",
