speaker,timestamp,words,tags,terms
Dave Hickman or Tom Platt or Kenneth Platt,02:08:12,"Well, it's the technique as old as time, as I've seen in the old tomb inscriptions in Egypt. The hieroglyphic inscriptions there, a picture of a boat crossing a body of water with a calf bawling out of the back end, and the mother bawling out in the swimming water. I suppose they were taken across the Nile.",family;leisure,mother;swimming
Dave Hickman or Tom Platt or Kenneth Platt,02:08:39,Probably were.,,
Sam Schrager,02:08:43,I'd like to ask you a little bit about what you remember about the World War I years in the Genesee area. How the local people reacted to the war being on and what effect that had and what people did.,conflict;lcoh places,war;genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:09:07,"Well, I saw it of course with very young eyes because I was only ten years old in 1917 when we moved to the Genesee country from the Salmon River. But I remember this period of great dedication on the part of everybody. In school we knit mittens and we sewed this and that and so on for the soldiers. We saved prune pits because they took the nuts out of those and extracted something that was used to make gas masks. We saved all kinds of stuff. Tin flour, I remember, was something we were supposed to save. And there was great enthusiasm whenever there was a bond sale or any kind of a money raising deal. I remember we had an old rooster that must have been, I suppose, about a ten pounder. It was a great big Plymouth Rock and old this time. And my dad took him to an auction sale and he was sold several times at this sale. Nobody wanted to keep him so they'd buy him and put him back in the sale and my dad finally came home with him. But that one rooster raised fifteen or twenty dollars and he was sold over and over again.",british;education;food_and_drink;lcoh places,plymouth;school;salmon;genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:10:40,"Incidentally, they used the shell, the nutshell, the shell of your prune pits or anything like that. That was transformed into charcoal for the gas masks.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:10:53,"That's what they used. Well, one thing I knew about it was that there was an Idaho company down on the Mexican border before this thing started. They were training down there and they were called into active duty and then taken down and guard the railroads and this type of thing before they finally went into this western outfit that went overseas anyway. So there were quite a few boys from the Genesee area that were in active duty over there. Kenny says he was about ten years old. I was seventeen, or would have been seventeen at the end of 1917. So I was just about to the age where I could have gotten in when the thing ended.",clothing;lcoh places;mexican;migration,outfit;genesee;mexican;border
Sam Schrager,02:11:55,Do you remember there being much concern locally about the IWWs?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:12:01,"Okay, I'll tell you a story now. I was working for the IWWs, had been in full swing anyway for some little time, and I was working for an outfit. Jones, Frank Jones was one of them. I can't even tell you the other guy's name now, but anyway, it was two partners on this thrashing machine. We pulled into a field and we were thrashing loose oats and the wind was coming just the wrong way. It was coming right back at our face. I went in once and unloaded and came out choking to death. So when I went out in the field then to load up again with a wagon, I came back in and I told these fellows, I said, I'm not going back in there anymore. That isn't any place for a guy to be at all. Unless you want to turn this machine around, I'm just going to unhook. Some of your other fellows are going to quit you too because they're all grumbling about it. Well, that was the wrong thing to say because right away they said, well, we'll just take you to town then for IWW. I told them, I told you, I told you. This was Frank Jones and the other fellow that was there, he just kind of laughed about it and he wrote out my check and offered me a ride to town anyway. But Frank was all for taking me into Moscow anyway and I was one of the strike leaders. But I would have been all right if I'd just told him I was going to quit. But I was through. When I told him the rest of them didn't like it, they were all going to quit. That was taking her a little too far, I guess.",clothing;lcoh organizations;lcoh places,outfit;iww;moscow
Sam Schrager,02:13:53,"Well, I've heard rumors about suspected sabotage that the IWW did in the farming country. But what I've heard from old loggers is pretty much along the lines that they don't believe that they actually did much in that period of time in the farming country. I was wondering what...",agriculture;lcoh organizations,farming;iww
Dave Hickman or Tom Platt or Kenneth Platt,02:14:19,"The idea was that they were supposed to have fed boxes of matches or something of this kind into the separators. And the separators blew up from smut explosions. But then how many of them were just smut explosions and how many of them had something to do with somebody setting them off, I don't have any idea.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:14:41,I think there were two or three sizable grain fires in the big van that they figured was set. They were set.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:14:49,Who set them?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:14:50,That's something else again. They never did prove who did it.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:14:58,I don't think they figured it out too much.,,
Sam Schrager,02:15:02,"Was smut a big problem during that time? Were smut fires real dangers? I mean, a real possibility around Genesee?",lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:15:10,"Oh yeah, always. They didn't have the smut resistant to varieties and smut was much more common. I was involved in the smut explosion in the threshing crew that I worked with one year. I was the last wagon unloading at the end of the day when you scoop up the accumulated stuff off the bottom of the rack. It just shattered out in your bundle rack through the day. And this included a lot of dust and smut. I didn't know that anybody did. The machine exploded while I was unloading. But the operator was all race for it. It was a smutty field and he was operating a steam powered outfit. He had a steam line from this boiler right into the separator. And when that machine blew, the engineer revved up the engine, turned the steam into the separator. The separator tender was up on the top of that separator in a flash. He wasn't there already and he cranked the straw blower away from the straw stack. They blew the fire right out of that machine. It was out in less than five minutes. It blew a big hunk of flaming straw out onto the edge of the straw stack. But there were half a dozen guys standing around there and they got in with their pitchforks and shuffled that away from the straw stack. It burned a piece of stubble maybe half the size of this house and in a few minutes it was all over with. They replaced some burned out straw racks in the machine that night and the next morning we started off on time. But I think this is probably no different from most smut explosions of that time. They didn't have to be set. The operators were taking every possible precaution to avoid an explosion and be ready for it if it did occur. This is the way that one was handled.",clothing;lcoh eastern european;lcoh thrashing;transportation,outfit;hunk;blower;bundle;separator;straw stack;threshing;engineer
Sam Schrager,02:17:26,Did the smut problem start in the teens or was it something that was there from the beginning? Do you know?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:17:35,"Well, I don't know, but I presume that we always had it from the time we got a week into the country.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:17:43,"Especially in a very few years, especially ...",,
Dave Hickman or Tom Platt or Kenneth Platt,02:17:48,"The smut spore gets onto the healthy wheat kernel, you see, and is carried wherever the wheat goes. If you import the seed from an area where smut is common, you'd have smut with it. Then when you plant the seed, the smut germinates along with the wheat and grows right in the wheat kernel. It comes up through the stem of the wheat as a parasite and invades the new head and takes over the kernels there. It just multiplies until it completely replaces the normal vegetation there.",agriculture,seed;wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:18:29,"I wonder how much of a problem that was, Kenny, though, in the early days when they used more hitters. They didn't have their bundles and so forth, but they headed the wheat and put it right into the machine.",agriculture,wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:18:43,Do you suppose this reduced the smut possibility a little?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:18:48,"I don't know how it could have any effect. Well, I was thinking it might be a little more moist by still being standing wheat.",agriculture,wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:18:56,"Well, when the wheat was headed that early, it was stacked and ripened in the stack rather than going direct into the machine.",agriculture,wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:19:09,"I worked on one of the last header outfits that Shurmall had out there, the old header box for it, just for a short time. That was going directly into a machine.",lcoh thrashing,header box
Dave Hickman or Tom Platt or Kenneth Platt,02:19:22,"Well, he hadn't given it right wheat. But one of the reasons the header went out and other systems came back in was that they could not wait until the wheat was ripe. By the time they got around to the last bit of wheat, it was shattering badly.",agriculture,wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:19:44,On account of wind.,,
Sam Schrager,02:19:48,"I've heard all over the eastern part of the county, from Park, Erie, Troy, that in the early days people used to come to Genesee for the harvest from there. That was just a regular part of the work when they were homesteading out in that Troy area. So I get the idea that the harvest was really quite a big time for the whole county centered around Genesee in the early days.",agriculture;lcoh places,harvest;genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:20:25,"Well, I think this last outfit I worked on down there had something like 16 wagons. So that would have been 16 wagons there plus four pitchers in the field, plus a separator tender and the guy hauling water and the cooks and the engine man and all this type of thing. There probably were 30 people, 25 to 30 people mixed up in this operation. And this would go on for 30 to 35 days.",clothing;lcoh thrashing,outfit;separator
Sam Schrager,02:21:00,Were these owned by an individual or were they owned by individuals?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:21:05,"By individuals mostly. This one that I was telling you about that I worked on, one of them that I worked on was this Costner and Jones. And then I remember another one, old Flamo. He ran there for years. That's all he did was just run the striation outfit in the summertime...",clothing,outfit
Dave Hickman or Tom Platt or Kenneth Platt,02:21:40,"It was a big business, the time you got all these men together and then by the time the farmer fed all these horses, out of the stock that was out there, out of the grain that was there. So this took an enormous amount of grain to keep the outfit going too. You asked something about wheat here. Up until the first war there at Genesee, wheat wasn't really such a big business probably because none of those flats up through there were even in wheat. They were all either in hay or pasture, one or the other. The hills were raising grain alright. Then it was after the start of this first world war that they finally decided they could raise wheat on those flats. So now it's strictly a wheat country.",agriculture;clothing;conflict;lcoh places,hay;pasture;wheat;outfit;war;genesee
Sam Schrager,02:22:40,"You were talking about the weather changing and that's a common thing that climates changed around this county, this country.",,
Sam Schrager,02:22:48,"Do you have any ideas about anything that people would say, used to say about why it changed, how it changed? I mean I know it changed by getting more money than it did, but what's the speculation on that? Did it change because the timber line moved back? Does that make a difference?",lcoh timber,timber
Dave Hickman or Tom Platt or Kenneth Platt,02:23:07,I don't know. Well of course the timber line has moved back. It used to be timbered clear down there around Blaine and in there.,lcoh timber,timber
Dave Hickman or Tom Platt or Kenneth Platt,02:23:16,What about there?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:23:19,This weather change seems to be a worldwide phenomenon. I've seen articles recently about this and what effect it may have over the long-forge and so on. I certainly recollect the much harder winters when we were kids and I encountered them.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:23:47,Of course one thing about these county too is they didn't have any equipment for moving snow. So wherever it fell that's just where it stayed. They just tromped it down and left it right there. Or now they'll come along with motorized equipment and they'll knock it all off the highway and put it over on the edge of the road.,,
Sam Schrager,02:24:05,"Well when people started growing wheat in flats, is it because they thought the winters were getting milder? Were they just experimenting? Do you know how that development came about?",agriculture,wheat
Dave Hickman or Tom Platt or Kenneth Platt,02:24:19,"Well I would venture a couple of guesses. One, it sort of coincided with the high price of wheat during World War I. It was worth taking a flyer to plow some pasture and let it own and try to grow some wheat. Another guess would be that probably more winter hardy or frost resistant varieties had been developed by the experiment stations up to that time. They had previous ones.",agriculture;conflict,pasture;plow;wheat;war
Dave Hickman or Tom Platt or Kenneth Platt,02:24:57,That may go find their rescue.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:25:00,"So I think it was probably a natural change. And then of course once the tractors started coming in they didn't need all that metal and hay ground. They had to find something else to put on. It was the natural thing. We always had lots of livestock feed and so we raised feed crops on our flat ground. We had clover and grass mixtures on some of it. We raised summer crops, corn or sunflower, something like that, on some of the other. But I think that's probably an explanation of the change. There has been, I'm convinced, some change of climate. Some of these other changes would have occurred whether it was climate change or not in my opinion.",agriculture;environment,hay;livestock;climate;climate change
Dave Hickman or Tom Platt or Kenneth Platt,02:26:08,"The change has reduced the water level around Genesee considerably. I don't know if you know about it, but Rudolph has got a shallow well out there back at the barn. A pitcher pump in it and a small trough. When he was using horses and milking cows there he just by hand pumped water for his livestock. And he had all the water he wanted. Now he can pump it dry in a few minutes.",agriculture;lcoh places,livestock;milking;genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:26:43,It's gone down that much.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:26:49,"Of course that's just a shallow thing, but still the water is just plain lower there even on the flats.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:27:00,"Well I would guess that that again is a result of the combination of factors. When we used to summer fowl half the land, there was only crop there every year. And every year there would be crop there with new moisture. So now we crop every year. If it isn't wheat, it's peas or barley or lentils or something else. Every year there's crop on the ground and crops transpire tremendous amounts of water. When half the ground was summer fowl there was a chance for some of that water to go on down and add to the groundwater. Very little of it gets there I think. I hear you stirring about getting along. There's one area we haven't talked about at all that I would like to ask you to give some general impressions on. That is the different cultural groups that were around Genesee. And if there are any recollections you have of some of the early differences in ways between the Germans in the Norwegian and other groups that were there.",agriculture;lcoh places;norwegian,crop;wheat;genesee;norwegian
Dave Hickman or Tom Platt or Kenneth Platt,02:28:19,"I don't remember much about the early days because I didn't have much contact probably with those people. The Germans and the Catholics were pretty much west of town. The Scandinavians were north of town, pretty much in one valley. But when I was working with the CC boys all along the late 30s, I found that these Scandinavians, anyway, you never could go to their house without having cookies and coffee and so forth. They just had it for themselves there and anybody that came in had to stop and eat with them. That's all there was to it. They had to at least have coffee and cookies. But I think they were people who were kind of clannish, but still they were all progressive and they all worked in the community. I don't think they were clannish to the place where they wouldn't associate with anyone else.",food_and_drink,coffee;cookies
Dave Hickman or Tom Platt or Kenneth Platt,02:29:36,"The need for interchange of labor and harvest, I think, pretty well bridged whatever cultural gap there might be. You need to work together in a pioneer situation.",agriculture,harvest
Dave Hickman or Tom Platt or Kenneth Platt,02:29:52,"I was never aware of any cultural barriers at all times. Then you had these little towns like Glenville and Blaine. They were quite a good little community there at one time. People didn't have to go to town to buy a couple pounds of sugar or something of this kind, whatever they needed. Most of the things they could raise on the ranch. So they'd go to these smaller places and buy them. Each one of these little towns usually turned out with a ball team. Something to keep the community spirit going.",agriculture,ranch
Dave Hickman or Tom Platt or Kenneth Platt,02:30:39,There was some fight at times around during the First World War about the Germans.,conflict,war
Dave Hickman or Tom Platt or Kenneth Platt,02:30:47,It never was very bad.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:30:50,... They fixed his place of business. That was pretty good. It didn't do him any damage as far as I remember.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:31:06,Did they plaster it with signs or something? Didn't they move an outhouse in front of his door and put up some signs here?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:31:17,I think that's about what they did.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:31:21,"Well, it was plenty of that done for you for nothing on Halloween.",,
Dave Hickman or Tom Platt or Kenneth Platt,02:31:27,Especially in the best to be one of the schoolhouse or something of that kind.,,
Sam Schrager,02:31:32,Was there much moonshining around Genesee? Like it was out of some parts of the county?,lcoh places,genesee
Dave Hickman or Tom Platt or Kenneth Platt,02:31:45,"Well, there was an old boy named Hardy that had the reputation anyway. I noticed that when John talks about him there in that book, he also had the reputation around blues. So I imagine there was some moonshining going on already. I don't know if there was any great amount of it.",,
Unknown Speaker,02:32:12,Moonshining? What's that?,,
Dave Hickman or Tom Platt or Kenneth Platt,02:32:13,"I kind of doubted if he would have mixed up any moonshining just to play bootleg. Yeah, he was.",crime,bootleg
Dave Hickman or Tom Platt or Kenneth Platt,02:32:21,I don't know whether he made it or whether he was just peddling it.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:32:27,I don't know. I think we were worried.,,
Dave Hickman or Tom Platt or Kenneth Platt,02:32:34,There was quite a number of people around there that made a little one. A lot of them made it bigger. Not very many people at home.,,
