speaker,timestamp,translation,words,tags
Thomas Murillo,[01;17;10;10],"Yeah. Hell, yeah. Most of them. Okay. Go ahead. Yes. Okay. Oh, I remember when my older sister told my mother she was going to get married. Oh, my God, my. Oh, And I remember when my uncle and I are going to go those. Girl. Oh, my God, my mother just threw up with. That's the way it was in those days, you understand?","Sí. Demonios si. La mayoría de ellos. Bueno. Adelante. Sí. Bueno. Oh, recuerdo cuando mi hermana mayor le dijo a mi madre que se iba a casar. Dios mío, Dios mío. Ah, y recuerdo cuando mi tío y yo íbamos a ir a esos. Chica. Dios mío, mi madre acaba de vomitar. Así era en aquellos días, ¿entiendes?",family
Angela Luckey,[01;17;40;08],Why did she do. Why did she get so upset?,¿Por qué lo hizo? ¿Por qué se enojó tanto?,
Thomas Murillo,[01;17;43;25],"She like the family he was marrying through, And, I have no idea why Mister said it. convicted to, Okay. rest or getting married? I don't, you know, you don't know about those things. It's, it's with my, I know with my uncle that, my mother didn't like the the his family because they they've always been these people that traffic you.","A ella le gusta la familia con la que se iba a casar y no tengo idea de por qué el señor lo dijo. condenado a, Está bien. descansar o casarse? Yo no, ya sabes, no sabes sobre esas cosas. Es, es con mi, lo sé con mi tío, a mi madre no le gustaba su familia porque siempre han sido estas personas que te trafican.",family
Thomas Murillo,[01;18;16;13],"Now. We do area story order. I'm kind of stuck pins those records, but, my mother just didn't go for that. her brain was going to marry with them, Yeah, but you said it could have been I. I have no idea where the certain subject to my, godfather marry Esther. But the fact remains, that's where he was.","Ahora. Hacemos el orden de las historias del área. Estoy un poco estancado con esos discos, pero mi madre simplemente no aceptó eso. Su cerebro se iba a casar con ellos, Sí, pero dijiste que podría haber sido yo. No tengo idea de dónde se casó cierto sujeto con mi padrino, Esther. Pero el hecho es que ahí es donde estaba.",family
Thomas Murillo,[01;18;50;23],"And so they had to elope. Andrew Hurley, I think, you know, I understand why they wanted to marry so. So, felt he was wanting to. And he was one of the, Well, just say good time, boys. Yeah. Yeah, he like it the good times. But, you know that that's the way people were at that time.","Y entonces tuvieron que fugarse. Andrew Hurley, creo que entiendo por qué querían casarse así. Entonces, sintió que tenía ganas de hacerlo. Y él era uno de los que decían: ""buenos momentos, muchachos"". Sí. Sí, le gustan los buenos momentos. Pero sabes que así era la gente en aquella época.",
Thomas Murillo,[01;19;20;03],They brought her up in Mexico with the help of different New Mexico. or it wouldn't be in that way here.,La criaron en México con la ayuda de diferentes Nuevo México. o no sería así aquí.,
Angela Luckey,[01;19;28;22],So at what age did you leave your home?,¿A qué edad entonces dejaste tu casa?,
Thomas Murillo,[01;19;32;04],Well.,Bien.,
Angela Luckey,[01;19;32;21],And what did you leave home?,¿Y qué dejaste en casa?,
Thomas Murillo,[01;19;34;18],Oh 31.,Oh 31.,
Angela Luckey,[01;19;36;23],And why did you leave?,¿Y por qué te fuiste?,
Thomas Murillo,[01;19;38;02],Because I was going to get married. Because I got married.,Porque me iba a casar. Porque me casé.,
Thomas Murillo,[01;19;46;20],"Oh, my mother was, I don't I don't consider that you to me, but she didn't want to leave home, and that's all there was to.","Oh, mi madre era, no lo considero tú para mí, pero ella no quería irse de casa, y eso es todo lo que había que hacer.",family
Angela Luckey,[01;19;55;08],"You know, so you could leave home until you were getting married. Boys or girls?","Ya sabes, para poder salir de casa hasta casarte. ¿Niños o niñas?",
Thomas Murillo,[01;20;01;07],"Yeah, well, it was done in those days. who and the hell I ever heard of a guy? We could. We graduated from high school going off to little guy. And so I don't remember that happening. It was always when we got married in that home.","Sí, bueno, se hacía en aquellos días. ¿Quién diablos he oído hablar de un chico? Pudimos. Nos graduamos de la escuela secundaria y nos convertimos en un pequeño. Y entonces no recuerdo que eso haya sucedido. Siempre fue cuando nos casamos en esa casa.",education
Angela Luckey,[01;20;19;19],"Did your family bring any traditions, any Mexican traditions when they came? Were there any traditions that you kept? well, some turkey.","¿Tu familia trajo alguna tradición, alguna tradición mexicana cuando vinieron? ¿Hubo alguna tradición que mantuviste? Bueno, un poco de pavo.",family;culture
Thomas Murillo,[01;20;29;02],"I'm talking about some of them right now. They know the the way you conducted yourself. Yeah, towards your parents and what they expected of you and what you did as per their, requirements.","Estoy hablando de algunos de ellos ahora mismo. Ellos conocen la forma en que te comportaste. Sí, hacia tus padres y lo que esperaban de ti y lo que hiciste según sus requisitos.",
Thomas Murillo,[01;20;52;05],"Well, for example, my, my father was helping them education. And just even though, you know, my older brother spent most of a lot of him when they should have been in school. So spending or not working in the wheat fields and potato fields and one so Carver saw over in the school, they went to see and I think that that was handed down to him because it's like he was a bookworm and I became a bookworm.","Bueno, por ejemplo, mi padre les ayudaba con la educación. Y a pesar de que, ya sabes, mi hermano mayor pasó la mayor parte de su tiempo cuando deberían haber estado en la escuela. Entonces, trabajando o no en los campos de trigo y papas, y uno que Carver vio en la escuela, fueron a ver y creo que eso se lo transmitió a él porque es como si él fuera un ratón de biblioteca y yo me convirtiera en un ratón de biblioteca.",family;education;economy;agriculture
Thomas Murillo,[01;21;25;17],"My daughter and, the three others of my brothers that are bookworms. Now, I don't say that's the condition, but it's something that. Sure. Yeah. Heck, what's it done? I mean, they're one heck of a lot of people in this town. One in Lexington. I don't read a book. I've never read.","Mi hija y los otros tres de mis hermanos que son ratones de biblioteca. Ahora, no digo que esa sea la condición, pero es algo que. Seguro. Sí. Diablos, ¿qué se hizo? Quiero decir, son muchísima gente en esta ciudad. Uno en Lexington. No leo un libro. Nunca he leído.",family
Angela Luckey,[01;21;50;03],Where there any kind of special celebrations and things that they that your family do.,Donde hay algún tipo de celebraciones especiales y cosas que hace su familia.,culture;family
Thomas Murillo,[01;21;56;17],"No, no, no, I, I think,","No, no, no, yo, creo,",
Thomas Murillo,[01;22;04;24],"I think this idea was not, didn't become, popular until maybe the Texans came here. Those ideas came into our near us, and God knows what else they they celebrated and, oh. Personally, it was my own idea, in case you ever heard us. we're not right. Sure, because I don't like people. All these people that were here before the Texans, they all came from my school.","Creo que esta idea no fue popular ni se volvió popular hasta que tal vez llegaron aquí los tejanos. Esas ideas llegaron a nuestro lado, y Dios sabe qué más celebraron y, oh. Personalmente, fue idea mía, por si alguna vez nos escuchas. no estamos bien. Claro, porque no me gusta la gente. Todas estas personas que estuvieron aquí antes de los Texans, todos vinieron de mi escuela.",education
Thomas Murillo,[01;22;38;14],"I never heard of thing where I first heard some of them about the Texans. And so those kind of traditions are, They should have come with our parents. We may we should.",Nunca escuché nada donde escuché por primera vez a algunos de ellos sobre los tejanos. Y ese tipo de tradiciones deberían haber venido con nuestros padres. Quizás deberíamos.,culture
Angela Luckey,[01;22;54;16],Do it on. oh.,Hazlo. Vaya.,
Thomas Murillo,[01;22;56;12],"It should have showed up long before the Texans got here. Would never, never show here. So those kind of things, have, let's say, been acquired by the Mexican people here since these other people came up. And, when you read this, well, what the heck? baptism in the Catholic Church.","Debería haber aparecido mucho antes de que llegaran los Texans. Nunca, nunca aparecería aquí. Así que ese tipo de cosas, digamos, han sido adquiridas por el pueblo mexicano aquí desde que surgieron estas otras personas. Y cuando lees esto, bueno, ¿qué diablos? bautismo en la Iglesia Católica.",religion
Angela Luckey,[01;23;24;18],and that.,y eso.,
Thomas Murillo,[01;23;26;15],"Yeah. Oh, I would say so. And, first communion parties for that and, and confirmation work wonderfully. so they are willing.","Sí. Ah, yo diría que sí. Y las fiestas de primera comunión para eso y la confirmación funcionan de maravilla. entonces están dispuestos.",culture
Angela Luckey,[01;23;41;17],To work.,Trabajar.,
Thomas Murillo,[01;23;42;28],"In our church. I don't know why those kind, it is like the Quaresma, the, We call.","En nuestra iglesia. No sé por qué ese tipo, es como la Quaresma, la, la llamamos.",religion
Angela Luckey,[01;23;54;28],That.,Eso.,
Thomas Murillo,[01;23;55;21],Land. Yes. That was very much a part of.,Tierra. Sí. Eso fue una gran parte de.,agriculture
Angela Luckey,[01;24;00;22],Did your mother did your mother cook special foods around labor?,¿Tu madre cocinaba alimentos especiales durante el parto?,family
Thomas Murillo,[01;24;04;10],"Believe you? Oh, yes. my mother was just a great cook. her my mother.",¿Te creo? Oh sí. mi madre era simplemente una gran cocinera. ella mi madre.,family
Angela Luckey,[01;24;14;24],Left us.,Nos dejó.,
Thomas Murillo,[01;24;16;06],"This bakery. Mexican bread. Yeah. I never knew nobody in California. Did I ever find my bread like you? And there are people here that still remember my father. when he owned bakery? Yes. Yeah. Yeah. And and, of course, because of that, on the way back to the university, he would, wait, he would be hired to.","Esta panadería. Pan mexicano. Sí. Nunca conocí a nadie en California. ¿Alguna vez encontré mi pan como tú? Y hay gente aquí que todavía recuerda a mi padre. cuando era dueño de una panadería? Sí. Sí. Sí. Y, por supuesto, por eso, en el camino de regreso a la universidad, esperaría, lo contratarían.",food and drink;family;education
Angela Luckey,[01;24;45;27],Cherry.,Cereza.,
Thomas Murillo,[01;24;46;29],"Make the, breadfruit.",Haz el fruto del pan.,
Angela Luckey,[01;24;52;01],What kind of foods that your mother looked like during that.,¿Qué tipo de alimentos parecía tu madre durante eso?,family
Thomas Murillo,[01;24;56;25],we were in Texas. I remember shrimp.,Estábamos en Texas. Recuerdo los camarones.,
Angela Luckey,[01;25;00;22],One of that. That in Puerto.,Uno de eso. Eso en Puerto.,
Thomas Murillo,[01;25;05;23],"You know, where we would. It might have been, you know. Yeah, I know fruit, because I remember to do taste good. but. That's what it might have been feasible. Yeah, but the only thing I remember, my dad was like, you know that shrimp?","Ya sabes, donde lo haríamos. Podría haber sido así, ¿sabes? Sí, conozco la fruta porque recuerdo que sabe bien. pero. Eso es lo que podría haber sido factible. Sí, pero lo único que recuerdo es que mi papá me dijo: ¿Conoces esos camarones?",agriculture
Angela Luckey,[01;25;30;11],How about the copy that that.,¿Qué tal la copia de eso?,
Thomas Murillo,[01;25;32;01],Your hand is copy of? That's right there.,¿Tu mano es una copia de? Eso está ahí.,
Angela Luckey,[01;25;37;26],I was in California and Christmas. Did she cook any special things for Christmas?,Estuve en California y en Navidad. ¿Cocinó alguna cosa especial para Navidad?,
Thomas Murillo,[01;25;42;16],"Yeah. well, the the special thing came out this year.","Sí. Bueno, lo especial salió este año.",
Angela Luckey,[01;25;48;20],Did everybody get involved?,¿Todos se involucraron?,
Thomas Murillo,[01;25;49;27],And then later voted to prohibit the grinders? or you grounded the corn.,¿Y luego votó a favor de prohibir las trituradoras? o moliste el maíz.,agriculture
Angela Luckey,[01;25;56;17],You grounded for around here?,¿Estás castigado por aquí?,
Thomas Murillo,[01;25;58;09],"Yes, yes, yes. And then that went right on right up to Pearl Harbor.",Si si si. Y luego eso continuó hasta Pearl Harbor.,
Angela Luckey,[01;26;05;03],Where did you grind it up?,¿Dónde lo moliste?,
Thomas Murillo,[01;26;08;28],"Well, the mill was attached to the edge of the table. Part of the corner. Yeah, yeah, yeah, that was tradition.","Bueno, el molino estaba pegado al borde de la mesa. Parte de la esquina. Sí, sí, sí, eso era tradición.",
Angela Luckey,[01;26;20;06],So she didn't do it on the.,Entonces ella no lo hizo en el.,
Thomas Murillo,[01;26;28;27],I don't remember her doing that.,No la recuerdo haciendo eso.,
Angela Luckey,[01;26;30;25],"You know, she used to like a meat grinder or something like that, but it was, grain grinder.","Ya sabes, a ella le gustaba una picadora de carne o algo así, pero era una picadora de granos.",food and drink;agriculture
Thomas Murillo,[01;26;37;13],"Yeah, I guess so. I mean, every Mexican family had its, Yeah. You know, I hunters, those who started the carryover items.","Sí, yo supongo que sí. Quiero decir, cada familia mexicana tenía su, sí. Ya saben, yo, los cazadores, los que iniciaron los artículos remanentes.",family
Angela Luckey,[01;26;47;21],"But, you know, so the guys were in charge of meeting.","Pero, ya sabes, los chicos estaban a cargo de la reunión.",
Thomas Murillo,[01;26;52;05],"Yeah, well, the young guys, kids hit you. Oh, yeah. Yeah I remember, yeah, I remember that day in Pearl Harbor that, there was a for some reason they were playing golf on this or that. That sounds like fruit. This family lived in, with some guys. We went.","Sí, bueno, los jóvenes te pegan. Oh sí. Sí, lo recuerdo, sí, recuerdo ese día en Pearl Harbor que, por alguna razón, estaban jugando golf en esto o aquello. Eso suena a fruta. Esta familia vivía allí, con algunos chicos. Fuimos.",agriculture;family
Angela Luckey,[01;27;20;04],I.,I.,
Thomas Murillo,[01;27;20;25],That instead of doing it that way.,Eso en lugar de hacerlo de esa manera.,
Unknown,[01;27;23;06],"But. Yeah. You know, man, I.","Pero. Sí. Ya sabes, hombre, yo.",
Thomas Murillo,[01;27;28;24],Was your father.,Era tu padre.,family
Angela Luckey,[01;27;30;07],Was growing up. Was it like a party when you do that?,Estaba creciendo. ¿Fue como una fiesta cuando hiciste eso?,
Thomas Murillo,[01;27;33;29],"Yeah. Yeah. That, that always involved in the party. but, because the young people involved that didn't involve, you know, drinking that kind of, mostly based on food or other food, for example. Families here use pork a lot, and the more they. And so it involved cooking all that stuff before.","Sí. Sí. Eso, que siempre metido en la fiesta. pero, porque los jóvenes involucrados no involucraban, ya sabes, beber ese tipo de bebida, principalmente basada en comida u otros alimentos, por ejemplo. Las familias aquí utilizan mucho la carne de cerdo, y cuanto más. Y entonces implicó cocinar todas esas cosas antes.",
Thomas Murillo,[01;28;07;26],"And and it was, yeah, it was, You couldn't call it, you know, for the party who was involved in food, but because the older people, the older guys were not in the. Well, they didn't it didn't you didn't include drinking.","Y fue, sí, fue, no se podía llamar así, ya sabes, por la fiesta que estaba involucrada en la comida, sino porque las personas mayores, los chicos mayores no estaban en el. Bueno, no lo hicieron, no incluyeron la bebida.",
Angela Luckey,[01;28;31;20],how did you meet your wife?,¿Como conociste a tu esposa?,family
Thomas Murillo,[01;28;36;04],"while I was over there drinking beer in that bar where she is a cocktail waitress. She could bring me beer. I mean, we we kept her in beer. And so, because I am a man. Because men are that way, would eventually start noticing who's serving beer. She. She's quite good looking, but she was very. And so we started going out together.","mientras yo estaba allí bebiendo cerveza en ese bar donde ella es mesera. Podría traerme cerveza. Quiero decir, la mantuvimos en cerveza. Y así, porque soy un hombre. Debido a que los hombres son así, eventualmente empezarían a notar quién sirve cerveza. Ella. Ella es bastante guapa, pero era muy. Y entonces empezamos a salir juntos.",food and drink
Thomas Murillo,[01;29;03;23],And that's how we became. We.,Y así nos convertimos. Nosotros.,
Angela Luckey,[01;29;09;15],Fit in. can you describe your wedding? Did you elope?,Encaja. ¿Puedes describir tu boda? ¿Te fugaste?,
Thomas Murillo,[01;29;14;19],"I don't know if you call it love. I suppose it was. Yeah. we took a cousin of mine, my cousin Nick's daughter, named Gloria, to, a guy that she running around this time. We went to a place to get married. Maybe I want to in there because the my being restaurant and,","No sé si lo llamas amor. Supongo que lo fue. Sí. Llevamos a una prima mía, la hija de mi primo Nick, llamada Gloria, a un chico con el que ella se relacionaba esta vez. Fuimos a un lugar para casarnos. Tal vez quiero estar allí porque soy un restaurante y,",happiness;family
Thomas Murillo,[01;29;42;07],"Then somebody spoke up and said, well, listen part Spanish. And so because of that, they to that that married. But, as you well know, Spanish is not my. Is not a part of my person in that. And and, claim to be Spanish. I know, most of the family, Mexican, as you know, that's one thing you have to pick up on that, probably because of that kind of business that, became, dyed in the wool Mexican.","Entonces alguien habló y dijo, bueno, escuchen parte en español. Y por eso, se casaron con eso. Pero, como bien sabes, el español no es lo mío. No es parte de mi persona en eso. Y y, dicen ser españoles. Lo sé, la mayoría de la familia es mexicana, como ustedes saben, eso es algo que uno tiene que entender, probablemente por ese tipo de negocio que se volvió mexicano.",family;economy
Thomas Murillo,[01;30;22;21],"I will not change just because they wanted me to be something else and never had one. I was just going to go to school, I guess because I was a Mexican. I'm not going to change that. So that hopefully they won't discriminate this bunch of crap. And I've done I think I'm doing okay by being embarrassed good and bad.","No cambiaré sólo porque quisieron que fuera otra cosa y nunca la tuve. Supongo que simplemente iba a ir a la escuela porque era mexicano. No voy a cambiar eso. Así que, con suerte, no discriminarán a este montón de basura. Y lo he hecho creo que me va bien con pasar vergüenza buena y mala.",education
Thomas Murillo,[01;30;48;07],"I've had my good times too, because I am now and I like myself because of that.","Yo también he tenido mis buenos momentos, porque lo soy ahora y me gusto por eso.",
Angela Luckey,[01;30;57;20],"And your parents, you know, same way. Did your parents feel the same way?","Y tus padres, ya sabes, de la misma manera. ¿Tus padres sintieron lo mismo?",
Thomas Murillo,[01;31;03;03],What? But they might.,¿Qué? Pero es posible que lo hagan.,
Angela Luckey,[01;31;04;15],Be.,Ser.,
Thomas Murillo,[01;31;04;24],"Mexican. Oh, yeah. yeah. My father never did take up citizenship, neither to my mother, you know?","Mexicano. Oh sí. sí. Mi padre nunca tomó la ciudadanía, ni tampoco mi madre, ¿sabes?",family
Angela Luckey,[01;31;11;16],How about you show your child?,¿Qué tal si se lo muestras a tu hijo?,
Thomas Murillo,[01;31;14;14],"Oh. My daughter. I when she was in high school, she didn't. She was like, big Mexican. But afterwards, she she picked up on today. Yeah, she's. I guess. You bet I. But, you know, take on trips to Mexico. So she's become acquainted with the Mexican culture, and she feels she is a part.","Oh. Mi hija. Yo cuando ella estaba en la escuela secundaria, no lo hizo. Ella era como una gran mexicana. Pero después, ella retomó el día de hoy. Sí, ella es. Supongo. Puedes apostar que sí. Pero, ya sabes, hacer viajes a México. Entonces ha conocido la cultura mexicana y se siente parte de ella.",family;education;recreation
Angela Luckey,[01;31;41;02],What do you value most about being a Mexican?,¿Qué es lo que más valoras de ser mexicano?,
Thomas Murillo,[01;31;46;29],"Oh, gee, there's so many things. So many things I, I mean, I yeah, I.","Oh, vaya, hay tantas cosas. Tantas cosas yo, quiero decir, yo sí, yo.",
Thomas Murillo,[01;31;56;25],"So many things. First time I went to Mexico in 1951 and I saw those poor man. So. And,","Muchas cosas. La primera vez que fui a México en 1951 y vi a ese pobre hombre. Entonces. Y,",
Thomas Murillo,[01;32;08;25],"The music. I really love food. the country and of course, the when I was traveling, the Mexican movie, the most beautiful word my followers could, if I'm prejudiced that way. No, I'm not prejudice. Prejudice means the judge before me. I don't know, I've been this way too. 70 years, and, I know what I'm talking.","La música. Realmente amo la comida. el país y por supuesto, cuando estaba de viaje, la película mexicana, la palabra más bonita que pudieron mis seguidores, si tengo ese prejuicio. No, no tengo prejuicios. Prejuicio significa el juez ante mí. No lo sé, yo también he sido así. 70 años y sé de lo que hablo.",culture;happiness;education;crime
Angela Luckey,[01;32;42;16],"So it. So you said that, you have quite a music collection. You're a pretty. You consider yourself pretty good. Starting on Mexican music.","Por lo que. Entonces dijiste eso, tienes una gran colección de música. Eres una linda. Te consideras bastante bueno. Empezando por la música mexicana.",culture
Thomas Murillo,[01;32;54;26],"Well, I don't know what the story would mean, but I mean, I. But let me put it this way, that since I was a little child down there, third, we had, one world record players drop and all these, I think they called and you put all I was to draft and all was another. And, I was in diapers yet, and I was standing up there on the chair and putting the records on and cranking it, and, I needed, the diaper change, but I wouldn't get that.","Bueno, no sé qué significaría la historia, pero quiero decir, yo. Pero déjenme decirlo de esta manera, que desde que era un niño pequeño allá abajo, en tercer lugar, teníamos una caída de jugadores de récord mundial y todos estos , creo que llamaron y pusiste todo lo que estaba para redactar y todo fue otro. Y todavía estaba en pañales, y estaba parado allí en la silla poniendo los discos y poniéndolos en marcha, y necesitaba el cambio de pañal, pero no lo conseguí.",
Thomas Murillo,[01;33;27;24],"My mother had to go get. You have to listen to my diaper. And from there, even in to my high school years where I, like, the big band music and swing music and all of that never lost the thread of the Mexican music. And, then, I went to California and started hearing some of that music that I, I knew that I knew from my childhood.","Mi madre tuvo que ir a buscar. Tienes que escuchar mi pañal. Y de ahí, incluso hasta mis años de escuela secundaria, donde me gustaba la música de big band y la música swing y todo eso nunca perdió el hilo de la música mexicana. Y luego, fui a California y comencé a escuchar algo de esa música que sabía desde mi infancia.",family;education;culture
Thomas Murillo,[01;33;59;21],"And I started picking up on eventually I started making studying the composers and, based on my memories of that folk music, music from the old days in my school, I really like it. I like to do lots. I don't like a religion with me so long I line. I got a few books on the history of it and, yeah, I'm just kind of just crazy about those guys playing.","Y comencé a retomarlo, eventualmente comencé a estudiar a los compositores y, según mis recuerdos de esa música folklórica, música de los viejos tiempos en mi escuela, realmente me gusta. Me gusta hacer mucho. No me gusta una religión conmigo por tanto tiempo. Tengo algunos libros sobre su historia y, sí, estoy un poco loco por esos tipos que tocan.",culture;education;recreation;history
Thomas Murillo,[01;34;33;08],"I'm a frustrated guitar player. I wish I would have been more real scared of the, the ramifications of being a good guitar player because it involves a whole lot of drinking. I know quite a few that have gone down because of that. Yeah. So where are you? And, maybe it was. Oh, you know what they're saying.","Soy un guitarrista frustrado. Ojalá hubiera tenido más miedo de las ramificaciones de ser un buen guitarrista porque implica beber mucho. Conozco bastantes que han caído por eso. Sí. ¿Así que dónde estás? Y tal vez lo fue. Oh, ya sabes lo que están diciendo.",
Thomas Murillo,[01;34;57;18],"You you can't. And so I, I dropped out of group and I can remember very little with, with no, but I was becoming very adept at it. And because I liked it so much and I still do like it, with a lot of.","Tú no puedes. Entonces me salí del grupo y recuerdo muy poco con, sin, pero me estaba volviendo muy adepto a eso. Y porque me gustó mucho y me sigue gustando, con muchísimo.",
Angela Luckey,[01;35;14;28],"People who are some of your favorite, what are some of your favorite songs and musicians?","Personas que son algunas de tus favoritas, ¿cuáles son algunas de tus canciones y músicos favoritos?",
Thomas Murillo,[01;35;21;02],"Well, with me, it's, more composers and songs. going back to the earliest ones like, who are, you know, versus that band that you, I had later when I was in, I think and, oh, there's so many they come rushing by, I can't think well or anytime, but, okay.","Bueno, conmigo hay más compositores y canciones. Volviendo a los primeros, que son, ya sabes, frente a esa banda que tú, tuve más tarde cuando estaba en, creo y, oh, hay tantos que vienen corriendo, no puedo pensar bien ni en ningún momento. , pero está bien.",
Thomas Murillo,[01;35;58;08],"And and I bought rap sheet, Christmas Eve. But you know how I, they beat,","Y compré antecedentes penales, Nochebuena. Pero ya sabes cómo me golpean,",
Thomas Murillo,[01;36;19;28],"Or two. But that was already popular, so. Well, I like to, to,","O dos. Pero eso ya era popular. Bueno, me gusta, a,",
Thomas Murillo,[01;36;30;29],"It's, Oh, yeah. as I say, I have, I have a few books on, Mexican music. And so I've always been interested in, in the composers because their lives are so, distinct, unique, you might say, some of them, like, I can't think of the names right now. I give up, medical career to write Mexican popular music.","Es, Oh, sí. Como digo, tengo algunos libros sobre música mexicana. Y por eso siempre me han interesado los compositores porque sus vidas son muy distintas, únicas, se podría decir, algunos de ellos, no puedo pensar en los nombres en este momento. Dejo la carrera de médico para escribir música popular mexicana.",recreation;culture;happiness;education
Thomas Murillo,[01;37;05;23],"I like, as I say, I like those trios as a guitar trios. And then later the mariachis. I like them quite well. I, singer with, folkloric ballets and I, I've been privileged to see, about their analysis about 12 times. The times they change, she has changed. It's gone long to so many different facets and so, the Mexican music and history, and there are other ballets, three other ones that I've seen.","Me gustan, como digo, esos tríos me gustan como tríos de guitarra. Y luego los mariachis. Me gustan bastante. Yo, cantante de ballets folclóricos y he tenido el privilegio de ver sus análisis unas 12 veces. Los tiempos cambian, ella ha cambiado. Ha pasado mucho tiempo en tantas facetas diferentes, la música y la historia mexicana, y hay otros ballets, otros tres que he visto.",culture;history
Thomas Murillo,[01;37;55;26],"And I'm always fascinated by them. the music being the most fascinating one, of course, the costumes and the history. It's involved with a lot of. Yeah, I like it a lot.","Y siempre me fascinan. siendo la música lo más fascinante, por supuesto, el vestuario y la historia. Está involucrado con muchos. Sí, me gusta mucho.",culture;education;history
Angela Luckey,[01;38;13;12],Tell me about your art experience and talk about that. And let's give me one minute. I'm going. you were telling me about your farming experience during.,Cuéntame sobre tu experiencia artística y habla sobre eso. Y déjame un minuto. Voy. Me estabas contando sobre tu experiencia agrícola durante.,
Thomas Murillo,[01;38;31;01],"Yeah. When, of course, wasn't like, so many guys, I wasn't I didn't mind that when you come back, you did.","Sí. Cuando, por supuesto, no había tantos chicos, a mí no me importó que cuando regresaras, sí.",education
Angela Luckey,[01;38;43;15],You did drift.,Te desviaste.,
Thomas Murillo,[01;38;44;14],Yeah.,Sí.,
Angela Luckey,[01;38;45;18],During World War two.,Durante la Segunda Guerra Mundial.,conflict
Thomas Murillo,[01;38;46;21],"Yeah, well, I tried to. I tried to join, I volunteered in the early part of 1942, but, since had a flat footed at that time, they had this thing that, you couldn't get into the Marines, to the Navy or to, Coast Guard was left feet. So when they told me that guy, I said, boy, I got no time to sit this one out.","Sí, bueno, lo intenté. Traté de unirme, me ofrecí como voluntario a principios de 1942, pero, como en ese momento tenía los pies planos, tenían esta cosa de que no se podía ingresar a la Infantería de Marina, a la Armada o a la Guardia Costera. pies. Entonces, cuando me dijeron sobre ese tipo, dije, muchacho, no tengo tiempo para quedarme sentado.",
Thomas Murillo,[01;39;15;11],"And it was only about months later that I got my greetings from the draft board, so I knew it was too late to sit it out. And I was working in really me that when I. When I, checked out, they told me, oh, if you look into this matter, getting into a real battalion there for went down in Fort Douglas.","Y solo unos meses después recibí los saludos de la junta de reclutamiento, así que supe que era demasiado tarde para no participar. Y realmente estaba trabajando en mí cuando. Cuando me fui, me dijeron, oh, si investigas este asunto, entrar en un batallón real allí para caer en Fort Douglas.",
Thomas Murillo,[01;39;43;01],"And I looked that guy and I just got crazy here and not really in the army, but be damned if they didn't. If they didn't want to put me in real time that time, they were into in engineers. The Corps of Engineers sent me to New Mexico, and I was only there a couple of weeks when, my God, they there was a big hustle and bustle.","Y miré a ese tipo y me volví loco aquí y no realmente en el ejército, pero al diablo si no lo hicieron. Si no querían ponerme en tiempo real esa vez, se dedicaban a los ingenieros. El Cuerpo de Ingenieros me envió a Nuevo México, y sólo estuve allí un par de semanas cuando, Dios mío, había un gran alboroto.",conflict;family
Thomas Murillo,[01;40;11;23],"some guys were going to half the battalion was going to, Alaska. And so that half those guys started selling all their summer clothing and all this John were buying it up like crazy. We're going to go to Africa to see. Well, I think within about 48 hours the orders changes and all reversed. And now all of us who had bought all these summer clothes were going to Alaska and those those guys, we took them to Africa.","Algunos muchachos iban a la mitad del batallón a Alaska. Y así la mitad de esos tipos comenzaron a vender toda su ropa de verano y todo ese John la estaba comprando como loco. Vamos a ir a África a ver. Bueno, creo que en unas 48 horas las órdenes cambian y todo se revierte. Y ahora todos los que habíamos comprado toda esa ropa de verano íbamos a Alaska y esos tipos, los llevamos a África.",economy;clothing
Thomas Murillo,[01;40;44;04],"So we did we we went on up in Alaska and, I, I was in North Korea, which was the engineering company of this road tech company. It was the game that you guys did pick and shovel work, just like just what we did, just what I'd been doing, you know.","Así lo hicimos, fuimos a Alaska y yo estaba en Corea del Norte, que era la empresa de ingeniería de esta empresa de tecnología vial. Fue el juego en el que ustedes trabajaron con la pala y la pala, tal como lo hicimos nosotros, exactamente lo que yo había estado haciendo, ya saben.",happiness;recreation
Angela Luckey,[01;41;09;01],Then.,Entonces.,
Thomas Murillo,[01;41;10;02],"Getting answers. That's what they called. Yeah. The railroad laborers intersection. Jerry's and got to do so many names they had. But anyway, that's what I wound up in. And, we were sent to Alaska to spread, from Skagway in Alaska and into British Columbia and up into the Yukon Territory. It was a small room, 200 level miles.","Obteniendo respuestas. Así lo llamaron. Sí. La intersección de trabajadores del ferrocarril. Jerry's y tuvo que hacer tantos nombres que tenían. Pero de todos modos, eso es en lo que terminé. Y nos enviaron a Alaska para expandirnos, desde Skagway en Alaska hasta Columbia Británica y hasta el territorio de Yukon. Era una habitación pequeña, de 200 millas niveladas.",
