speaker,timestamp,End Time,words,Unnamed: 4
Daniel Immerwahr,[00:57:58:00],00:58:09:22,"Us rock lick for lick, playing these buddy Holly songs, which otherwise it would make very little sense to why England would get really good at us. Rock, you think that England would have its own musical form? In fact, England.",
Daniel Immerwahr,[00:58:09:22],00:58:11:21,Just sort of musical forms. But.,
Daniel Immerwahr,[00:58:11:21],00:58:19:21,"But the British Invasion and all this kind of English, you know, musical. A lot of that musical energy is shunted through us musical forms because of.",conflict
Daniel Immerwahr,[00:58:19:21],00:58:25:20,"The fact that there's a US bases there, and those are places, if you're young to, to make a lot of money and have a lot of.",
Daniel Immerwahr,[00:58:25:20],00:58:29:23,"Glamor, and you can see the same thing happening in Japan, where there's a lot of really good.",
Daniel Immerwahr,[00:58:29:23],00:58:31:17,Okinawan music and it's like.,music
Daniel Immerwahr,[00:58:31:22],00:58:32:15,Rock and roll.,
Daniel Immerwahr,[00:58:32:15],00:58:35:12,"Jimi Hendrix and,",
Doug Exton,[00:58:35:14],00:58:59:14,"We have two questions left, so let's try and get through them real quick. Do you think there's a sentiment, you know, from the US history, you know, teaching perspective, about, you know, the rights of a citizen in a territory and how they're completely different to someone who's living in the States, you know, in teaching that versus just kind of, you know, tucking it under the rug.",
Daniel Immerwahr,[00:58:59:16],00:59:01:14,So are you saying is this or should.,
Daniel Immerwahr,[00:59:01:14],00:59:02:16,This be taught differently.,
Daniel Immerwahr,[00:59:02:16],00:59:05:05,In the territories? It's kind of history.,
Doug Exton,[00:59:05:07],00:59:06:16,Yeah.,
Daniel Immerwahr,[00:59:06:18],00:59:10:10,"Yeah. I mean, I think that, you know, the kinds of.",
Daniel Immerwahr,[00:59:10:10],00:59:16:00,"Histories that I talk about in my book are not, as I said, they're not secrets. So what conceals them from view.",
Daniel Immerwahr,[00:59:16:02],00:59:17:01,For people who are.,
Daniel Immerwahr,[00:59:17:05],00:59:39:13,"You know, I was raised in Pennsylvania. People were educated like me. Is that is a problem of perspective, not of information. And so, yeah, I mean, one thing I'm really hoping, I'm not, you know, I'm part of a larger movement of historians who are writing in this vein. I think what we're hoping is that, you know, we can change how people in the United States learn its own history, learn their own history.",
Daniel Immerwahr,[00:59:39:15],00:59:50:14,"And, and I think right now they're getting a selectively cropped family photo where the, you know, step kids are, like, out of the frame. And, I mean, I think that's unacceptable.",cinema
Doug Exton,[00:59:50:16],01:00:07:15,"Yeah. And one of the things that struck me the most, you know, in general was really learning that if you live in a territory, it's like you go, but okay, you're part of the US, but you don't get the rights of a traditional citizen. Yeah. And to me, that was always like the weirdest thing to grapple with.",
Daniel Immerwahr,[01:00:07:17],01:00:08:17,And I think it's worth just.,
Daniel Immerwahr,[01:00:08:17],01:00:16:19,Saying that out loud. So the United States still has five inhabited territories. Millions of people live in them. And.,
Daniel Immerwahr,[01:00:16:21],01:00:17:22,By all three.,
Daniel Immerwahr,[01:00:17:22],01:00:31:07,Branches of government. They are in some ways disenfranchized are subordinated. So they cannot vote for president. They cannot have voting representatives in Congress. And the third branch is the Supreme Court.,
Daniel Immerwahr,[01:00:31:09],01:00:32:20,The all the existing.,
Daniel Immerwahr,[01:00:32:20],01:00:54:18,"Territories are unincorporated territories, which means that the Constitution doesn't fully and automatically extend to them. Which is why, for example, that you can be born in American Samoa and you are American. It's in the name of your territory. But you are not a U.S. citizen because the 14th amendment does not apply to you, because the 14th amendment does not automatically extend throughout the entire United States.",
Daniel Immerwahr,[01:00:54:18],01:01:01:24,It just extends to the constitutionally covered part of the United States. And the unincorporated territories lay outside of that.,
Doug Exton,[01:01:02:01],01:01:18:04,"And the last question that we've gotten from a lot of the audience members is, can you make any kind of connections? You know, between the conflict between Japan, the US and the Philippines, too, what's going on right now in Ukraine?",
Daniel Immerwahr,[01:01:18:06],01:01:24:12,Yeah. One story that I tell in the.,
Daniel Immerwahr,[01:01:24:12],01:01:26:05,Book is about the.,
Daniel Immerwahr,[01:01:26:05],01:01:29:20,Importance. And then I think decreasing importance of territory.,
Daniel Immerwahr,[01:01:29:22],01:01:31:21,It's interesting that the United States.,
Daniel Immerwahr,[01:01:31:23],01:01:32:07,At the.,
Daniel Immerwahr,[01:01:32:07],01:01:32:23,Moment when it.,
Daniel Immerwahr,[01:01:32:23],01:01:34:12,Became most powerful.,
Daniel Immerwahr,[01:01:34:14],01:01:46:24,"Did not go on a, you know, after 1945, didn't go on a colonial shopping spree or didn't try to take Malaya from the British, you know, or Indochina from the French, or Korea from the Japanese.",history
Daniel Immerwahr,[01:01:47:01],01:01:48:13,It found other ways.,
Daniel Immerwahr,[01:01:48:13],01:01:54:02,"To exert power, in other ways to use territory that that had a much smaller footprint, hence the pointillist.",
Daniel Immerwahr,[01:01:54:02],01:01:56:05,Empire. So I had seen.,
Daniel Immerwahr,[01:01:56:05],01:01:57:10,There as being a kind.,
Daniel Immerwahr,[01:01:57:10],01:01:58:14,Of arc.,
Daniel Immerwahr,[01:01:58:14],01:02:02:08,Of history away from these kind of land grabs as an.,
Daniel Immerwahr,[01:02:02:08],01:02:04:00,Expression of power.,
Daniel Immerwahr,[01:02:04:02],01:02:06:03,And I think that's largely borne out.,
Daniel Immerwahr,[01:02:06:05],01:02:11:22,Which is why the Russian invasion of Ukraine is so startling and why so.,
Daniel Immerwahr,[01:02:11:22],01:02:14:02,Many of us have had a reaction of.,
Daniel Immerwahr,[01:02:14:04],01:02:15:01,This feels real.,
Daniel Immerwahr,[01:02:15:01],01:02:17:10,World War two. Because.,
Daniel Immerwahr,[01:02:17:10],01:02:18:22,The world used to be full.,
Daniel Immerwahr,[01:02:18:22],01:02:21:23,"Of these kinds of invasions and border wars and, and, you.",
Daniel Immerwahr,[01:02:21:23],01:02:23:22,"Know, including all of the.",
Daniel Immerwahr,[01:02:23:22],01:02:32:07,"Violence that we're seeing. I mean, I've not broadcast on social media, but but these were really awful wars that would cut people off from supply lines and that kind of thing.",
Daniel Immerwahr,[01:02:32:09],01:02:36:19,"And, and the way that, you know, conflicts have been handled.",
Daniel Immerwahr,[01:02:36:19],01:03:04:03,"Recently and I think happily, has really moved us away from that model. We're seeing, I don't think that this is a kind of tilting of the world back into that, but, justice, you know, just a hint of a kind of invasion like you see the United States doing in Iraq or like you see Russia doing in Ukraine, just gives you a taste of the kind of politics that were, so pronounced and, and pushed to the forefront in the age of colonial empires.",conflict;history
Doug Exton,[01:03:04:05],01:03:19:24,"And thank you for the, you know, description and the connections that you just drew. And again, for all the wonderful information from today's presentation, of course, we are out of time. So I'd like to say thank you again to everyone who attended. And a final thank you to you, Daniel.",
Daniel Immerwahr,[01:03:20:01],01:03:22:23,Yeah. Thank you so much for having me. Really appreciate it.,
Doug Exton,[01:03:23:00],01:03:28:05,Have a good one.,
